ORDERID	ORDERCREATEDBY	ORDERCREATEDON	CUSTOMERID	RESTAURANTID	ADDRESSID	TotalQuantity	TotalGrossAmount	TotalNetAmount	TaxAmount	PAYMENTMETHOD	DeliveryType	DeliveryRate	BillAmount	PAYMENTMETHOD	FOODRATING	SERVICERATING	OVERALLRATING
5000000211	EMP11332	05.01.19	C185022	RE10431	CA105594	5	70	61.250	8.750	Cash	Free	0	70	Cash	4	2	3
5000000212	EMP11458	05.01.19	C146236	RE10557	CA108238	3	87	76.125	10.875	Cash	FlatRate	5	92	Cash	3	2	2,5
5000000213	EMP11063	06.01.19	C117002	RE10162	CA108030	8	114	99.750	14.250	Cash	FlatRate	5	119	Cash	1	4	2,5
5000000214	EMP14126	06.01.19	C164764	RE10225	CA107504	3	45	39.375	5.625	Card	Free	0	45	Card	4	3	3,5
5000000215	EMP13213	06.01.19	C186233	RE10312	CA107959	4	35	30.625	4.375	Card	Free	0	35	Card	3	5	4
5000000216	EMP13417	06.01.19	C169738	RE10516	CA104593	4	61	53.375	7.625	Cash	Free	0	61	Cash	1	2	1,5
5000000217	EMP12420	06.01.19	C160728	RE10519	CA102465	3	76	66.500	9.500	Card	Free	0	76	Card	1	4	2,5
5000000218	EMP13111	06.01.19	C104802	RE10210	CA100769	1	9	7.875	1.125	Card	Free	0	9	Card	3	2	2,5
5000000219	EMP11072	06.01.19	C143171	RE10171	CA104356	2	10	8.750	1.250	Card	Free	0	10	Card	1	3	2
5000000220	EMP12255	06.01.19	C140471	RE10354	CA101556	1	22	19.250	2.750	Card	Free	0	22	Card	1	3	2
5000000221	EMP11069	06.01.19	C157865	RE10168	CA107717	3	18	15.750	2.250	Card	Free	0	18	Card	4	5	4,5
5000000222	EMP13384	06.01.19	C113339	RE10483	CA109365	4	58	50.750	7.250	Card	Free	0	58	Card	2	4	3
5000000223	EMP14072	06.01.19	C104405	RE10171	CA107274	1	18	15.750	2.250	Card	Free	0	18	Card	1	5	3
5000000224	EMP11132	06.01.19	C172951	RE10231	CA105853	5	82	71.750	10.250	Cash	Free	0	82	Cash	3	5	4
5000000225	EMP12222	06.01.19	C102440	RE10321	CA103116	2	30	26.250	3.750	Card	FlatRate	10	40	Card	1	1	1
5000000226	EMP12255	06.01.19	C140203	RE10354	CA107635	2	20	17.500	2.500	Card	Free	0	20	Card	5	1	3
5000000227	EMP11492	06.01.19	C137897	RE10591	CA107171	4	74	64.750	9.250	Card	Free	0	74	Card	1	4	2,5
5000000228	EMP14219	06.01.19	C102440	RE10318	CA103116	1	20	17.500	2.500	Cash	Free	0	20	Cash	3	3	3
5000000229	EMP11306	06.01.19	C134459	RE10405	CA104709	4	46	40.250	5.750	Cash	FlatRate	07. May	53.5	Cash	3	5	4
5000000230	EMP11477	06.01.19	C110374	RE10576	CA100681	3	84	73.500	10.500	Card	Free	0	84	Card	3	4	3,5
5000000231	EMP13372	06.01.19	C154524	RE10471	CA104207	2	54	47.250	6.750	Card	Free	0	54	Card	5	3	4
5000000232	EMP13321	06.01.19	C140471	RE10420	CA101556	5	63	55.125	7.875	Card	Free	0	63	Card	3	5	4
5000000233	EMP13456	06.01.19	C146970	RE10555	CA104024	2	43	37.625	5.375	Card	Free	0	43	Card	4	5	4,5
5000000234	EMP11372	06.01.19	C182274	RE10471	CA102851	8	201	175.875	25.125	Card	Free	0	201	Card	5	5	5
5000000235	EMP12270	06.01.19	C126207	RE10369	CA101137	2	20	17.500	2.500	Card	Free	0	20	Card	3	1	2
5000000236	EMP12255	06.01.19	C166966	RE10354	CA108043	4	64	56.000	8.000	Cash	Free	0	64	Cash	5	1	3
5000000237	EMP13096	06.01.19	C161072	RE10195	CA109924	3	24	21.000	3.000	Card	FlatRate	07. May	31. May	Card	5	4	4,5
5000000238	EMP13111	06.01.19	C135006	RE10210	CA102033	2	18	15.750	2.250	Cash	Free	0	18	Cash	1	3	2
5000000239	EMP13039	06.01.19	C135226	RE10138	CA109451	4	63	55.125	7.875	Card	Free	0	63	Card	2	5	3,5
5000000240	EMP14300	06.01.19	C182621	RE10399	CA101801	6	129	112.875	16.125	Cash	Free	0	129	Cash	2	2	2
5000000241	EMP12072	06.01.19	C163924	RE10171	CA108839	2	10	8.750	1.250	Card	Free	0	10	Card	4	4	4
5000000242	EMP11114	06.01.19	C144536	RE10213	CA109107	3	21	18.375	2.625	Cash	Free	0	21	Cash	4	1	2,5
5000000243	EMP14375	06.01.19	C141422	RE10474	CA102867	9	159	139.125	19.875	Card	FlatRate	10	169	Card	4	5	4,5
5000000244	EMP14483	06.01.19	C134589	RE10582	CA108051	3	78	68.250	9.750	Card	FlatRate	07. May	85.5	Card	1	1	1
5000000245	EMP14183	06.01.19	C134246	RE10282	CA105175	2	43	37.625	5.375	Cash	Free	0	43	Cash	1	4	2,5
5000000246	EMP13009	06.01.19	C160728	RE10108	CA102465	1	26	22.750	3.250	Cash	Free	0	26	Cash	3	4	3,5
5000000247	EMP13162	06.01.19	C117743	RE10261	CA108350	7	117	102.375	14.625	Card	FlatRate	07. May	124.5	Card	4	3	3,5
5000000248	EMP13115	07.01.19	C146970	RE10214	CA104024	3	35	30.625	4.375	Card	Free	0	35	Card	5	5	5
5000000249	EMP11358	07.01.19	C168537	RE10457	CA105861	8	103	90.125	12.875	Card	FlatRate	5	108	Card	4	2	3
5000000250	EMP12046	07.01.19	C121957	RE10145	CA106192	5	60	52.500	7.500	Card	Free	0	60	Card	4	2	3
5000000251	EMP14073	07.01.19	C122928	RE10172	CA101493	3	39	34.125	4.875	Card	FlatRate	10	49	Card	1	3	2
5000000252	EMP14325	07.01.19	C101670	RE10424	CA105535	8	133	116.375	16.625	Cash	FlatRate	07. May	140.5	Cash	5	4	4,5
5000000253	EMP13049	07.01.19	C184368	RE10148	CA107948	2	18	15.750	2.250	Card	Free	0	18	Card	1	2	1,5
5000000254	EMP12244	07.01.19	C162717	RE10343	CA106552	2	40	35.000	5.000	Card	FlatRate	5	45	Card	5	5	5
5000000255	EMP11253	07.01.19	C128064	RE10352	CA105920	9	96	84.000	12.000	Cash	Free	0	96	Cash	5	2	3,5
5000000256	EMP12217	07.01.19	C143936	RE10316	CA106847	1	18	15.750	2.250	Cash	FlatRate	5	23	Cash	4	3	3,5
5000000257	EMP11022	07.01.19	C168783	RE10121	CA105414	6	50	43.750	6.250	Cash	Free	0	50	Cash	4	1	2,5
5000000258	EMP12274	07.01.19	C181423	RE10373	CA100801	3	39	34.125	4.875	Card	FlatRate	10	49	Card	2	1	1,5
5000000259	EMP13475	07.01.19	C180823	RE10574	CA106999	1	18	15.750	2.250	Cash	FlatRate	07. May	25. May	Cash	5	4	4,5
5000000260	EMP14478	07.01.19	C145726	RE10577	CA109918	4	102	89.250	12.750	Card	FlatRate	07. May	109.5	Card	1	2	1,5
5000000261	EMP12418	07.01.19	C180823	RE10517	CA106999	1	5	4.375	0.625	Cash	FlatRate	5	10	Cash	5	3	4
5000000262	EMP14466	07.01.19	C172418	RE10565	CA105575	3	72	63.000	9.000	Card	FlatRate	07. May	79.5	Card	3	1	2
5000000263	EMP11259	07.01.19	C170045	RE10358	CA107432	1	21	18.375	2.625	Cash	Free	0	21	Cash	5	1	3
5000000264	EMP14439	07.01.19	C138608	RE10538	CA109499	5	57	49.875	7.125	Card	FlatRate	07. May	64.5	Card	3	2	2,5
5000000265	EMP11382	07.01.19	C104087	RE10481	CA102135	7	157	137.375	19.625	Cash	Free	0	157	Cash	4	4	4
5000000266	EMP11274	07.01.19	C153663	RE10373	CA107914	2	21	18.375	2.625	Card	FlatRate	10	31	Card	1	1	1
5000000267	EMP11070	07.01.19	C145893	RE10169	CA108500	1	12	10.500	1.500	Card	Free	0	12	Card	1	3	2
5000000268	EMP14319	07.01.19	C106879	RE10418	CA102369	3	57	49.875	7.125	Cash	Free	0	57	Cash	1	4	2,5
5000000269	EMP13397	07.01.19	C147351	RE10496	CA103238	6	120	105.000	15.000	Card	Free	0	120	Card	5	4	4,5
5000000270	EMP14046	07.01.19	C173876	RE10145	CA105899	2	22	19.250	2.750	Card	Free	0	22	Card	1	4	2,5
5000000271	EMP11394	07.01.19	C110374	RE10493	CA100681	5	112	98.000	14.000	Cash	Free	0	112	Cash	4	1	2,5
5000000272	EMP12103	07.01.19	C135226	RE10202	CA109451	3	69	60.375	8.625	Card	FlatRate	5	74	Card	2	5	3,5
5000000273	EMP14100	07.01.19	C157527	RE10199	CA102627	2	30	26.250	3.750	Card	Free	0	30	Card	1	2	1,5
5000000274	EMP14373	07.01.19	C186251	RE10472	CA108386	6	78	68.250	9.750	Card	Free	0	78	Card	4	4	4
5000000275	EMP11010	07.01.19	C193583	RE10109	CA107918	5	84	73.500	10.500	Cash	Free	0	84	Cash	3	1	2
5000000276	EMP12346	07.01.19	C165378	RE10445	CA103036	5	58	50.750	7.250	Card	FlatRate	07. May	65.5	Card	1	2	1,5
5000000277	EMP11376	07.01.19	C191321	RE10475	CA103147	7	145	126.875	18.125	Card	Free	0	145	Card	4	1	2,5
5000000278	EMP12208	07.01.19	C194338	RE10307	CA100652	7	123	107.625	15.375	Card	Free	0	123	Card	5	5	5
5000000279	EMP11001	07.01.19	C157156	RE10100	CA106400	6	135	118.125	16.875	Cash	FlatRate	07. May	142.5	Cash	2	5	3,5
5000000280	EMP14214	07.01.19	C128064	RE10313	CA105920	4	96	84.000	12.000	Cash	FlatRate	10	106	Cash	2	4	3
5000000281	EMP12112	07.01.19	C168783	RE10211	CA105414	3	39	34.125	4.875	Card	Free	0	39	Card	3	5	4
5000000282	EMP12073	07.01.19	C158490	RE10172	CA106605	4	50	43.750	6.250	Card	FlatRate	10	60	Card	4	2	3
5000000283	EMP11277	07.01.19	C166039	RE10376	CA106480	8	124	108.500	15.500	Cash	FlatRate	10	134	Cash	5	1	3
5000000284	EMP11475	07.01.19	C181640	RE10574	CA104028	1	25	21.875	3.125	Cash	FlatRate	07. May	32.5	Cash	2	5	3,5
5000000285	EMP13271	07.01.19	C146970	RE10370	CA104024	6	103	90.125	12.875	Card	Free	0	103	Card	4	5	4,5
5000000286	EMP14028	07.01.19	C143936	RE10127	CA106847	2	12	10.500	1.500	Card	FlatRate	07. May	19. May	Card	2	2	2
5000000287	EMP13424	07.01.19	C195423	RE10523	CA100666	1	28	24.500	3.500	Card	Free	0	28	Card	2	4	3
5000000288	EMP13010	07.01.19	C122858	RE10109	CA105209	7	152	133.000	19.000	Card	Free	0	152	Card	5	2	3,5
5000000289	EMP11433	07.01.19	C173030	RE10532	CA105786	6	98	85.750	12.250	Card	Free	0	98	Card	5	2	3,5
5000000290	EMP11448	08.01.19	C173504	RE10547	CA103848	2	24	21.000	3.000	Cash	Free	0	24	Cash	2	4	3
5000000291	EMP12007	08.01.19	C155014	RE10106	CA104893	2	38	33.250	4.750	Card	Free	0	38	Card	3	3	3
5000000292	EMP12301	08.01.19	C107334	RE10400	CA105889	5	43	37.625	5.375	Card	Free	0	43	Card	3	5	4
5000000293	EMP14403	08.01.19	C187880	RE10502	CA103525	2	56	49.000	7.000	Card	FlatRate	5	61	Card	1	1	1
5000000294	EMP13475	08.01.19	C156809	RE10574	CA109006	5	86	75.250	10.750	Card	FlatRate	07. May	93.5	Card	5	5	5
5000000295	EMP12385	08.01.19	C188018	RE10484	CA104150	2	52	45.500	6.500	Card	FlatRate	07. May	59.5	Card	1	3	2
5000000296	EMP14466	08.01.19	C115909	RE10565	CA100950	4	44	38.500	5.500	Card	FlatRate	07. May	51.5	Card	5	4	4,5
5000000297	EMP14499	08.01.19	C115594	RE10598	CA102448	5	109	95.375	13.625	Cash	FlatRate	07. May	116.5	Cash	3	5	4
5000000298	EMP11388	08.01.19	C145725	RE10487	CA103604	7	146	127.750	18.250	Card	Free	0	146	Card	3	4	3,5
5000000299	EMP14460	08.01.19	C133570	RE10559	CA100764	2	32	28.000	4.000	Cash	Free	0	32	Cash	2	4	3
5000000300	EMP12073	08.01.19	C152272	RE10172	CA102860	7	85	74.375	10.625	Card	FlatRate	10	95	Card	5	1	3
5000000301	EMP12430	08.01.19	C190189	RE10529	CA105564	5	85	74.375	10.625	Cash	FlatRate	07. May	92.5	Cash	3	3	3
5000000302	EMP12271	08.01.19	C128496	RE10370	CA103345	2	42	36.750	5.250	Card	Free	0	42	Card	1	4	2,5
5000000303	EMP14499	08.01.19	C188819	RE10598	CA102319	6	114	99.750	14.250	Card	FlatRate	07. May	121.5	Card	4	2	3
5000000304	EMP12238	08.01.19	C187109	RE10337	CA100260	3	66	57.750	8.250	Card	FlatRate	07. May	73.5	Card	3	2	2,5
5000000305	EMP12313	08.01.19	C189169	RE10412	CA109409	6	120	105.000	15.000	Card	Free	0	120	Card	1	3	2
5000000306	EMP13106	08.01.19	C182524	RE10205	CA109127	3	21	18.375	2.625	Card	Free	0	21	Card	5	5	5
5000000307	EMP11184	08.01.19	C184812	RE10283	CA101260	2	20	17.500	2.500	Cash	FlatRate	5	25	Cash	3	2	2,5
5000000308	EMP13481	08.01.19	C153205	RE10580	CA105345	3	51	44.625	6.375	Card	Free	0	51	Card	3	4	3,5
5000000309	EMP11319	08.01.19	C136184	RE10418	CA100540	6	90	78.750	11.250	Card	Free	0	90	Card	1	3	2
5000000310	EMP12262	08.01.19	C101670	RE10361	CA105535	4	85	74.375	10.625	Card	FlatRate	07. May	92.5	Card	2	1	1,5
5000000311	EMP11346	08.01.19	C172019	RE10445	CA103720	4	48	42.000	6.000	Card	FlatRate	07. May	55.5	Card	3	4	3,5
5000000312	EMP12010	08.01.19	C113199	RE10109	CA109446	5	116	101.500	14.500	Card	Free	0	116	Card	4	4	4
5000000313	EMP13466	08.01.19	C163864	RE10565	CA104764	6	70	61.250	8.750	Card	FlatRate	07. May	77.5	Card	5	4	4,5
5000000314	EMP14436	08.01.19	C115013	RE10535	CA106921	2	40	35.000	5.000	Card	Free	0	40	Card	4	2	3
5000000315	EMP12376	08.01.19	C172229	RE10475	CA106413	4	112	98.000	14.000	Card	Free	0	112	Card	4	4	4
5000000316	EMP11091	08.01.19	C130640	RE10190	CA102583	7	53	46.375	6.625	Card	Free	0	53	Card	1	3	2
5000000317	EMP11469	08.01.19	C170230	RE10568	CA104980	4	112	98.000	14.000	Card	Free	0	112	Card	1	2	1,5
5000000318	EMP14298	08.01.19	C157511	RE10397	CA108932	6	81	70.875	10.125	Card	FlatRate	10	91	Card	5	3	4
5000000319	EMP11298	08.01.19	C196911	RE10397	CA107540	2	10	8.750	1.250	Cash	FlatRate	10	20	Cash	2	5	3,5
5000000320	EMP13217	08.01.19	C162027	RE10316	CA104681	2	36	31.500	4.500	Card	FlatRate	5	41	Card	5	5	5
5000000321	EMP13355	08.01.19	C136874	RE10454	CA104093	8	108	94.500	13.500	Cash	FlatRate	07. May	115.5	Cash	3	5	4
5000000322	EMP12058	08.01.19	C180261	RE10157	CA107457	7	156	136.500	19.500	Card	Free	0	156	Card	4	5	4,5
5000000323	EMP13085	08.01.19	C149090	RE10184	CA102023	5	29	25.375	3.625	Cash	FlatRate	5	34	Cash	2	2	2
5000000324	EMP13271	08.01.19	C102659	RE10370	CA109142	6	147	128.625	18.375	Card	Free	0	147	Card	4	1	2,5
5000000325	EMP12328	08.01.19	C162027	RE10427	CA104681	2	36	31.500	4.500	Card	Free	0	36	Card	1	4	2,5
5000000326	EMP13154	08.01.19	C196612	RE10253	CA108813	5	71	62.125	8.875	Cash	Free	0	71	Cash	2	3	2,5
5000000327	EMP12385	08.01.19	C190472	RE10484	CA104670	8	152	133.000	19.000	Card	FlatRate	07. May	159.5	Card	3	2	2,5
5000000328	EMP13088	08.01.19	C172019	RE10187	CA103720	3	24	21.000	3.000	Card	FlatRate	07. May	31. May	Card	4	1	2,5
5000000329	EMP12274	08.01.19	C146047	RE10373	CA104804	7	96	84.000	12.000	Cash	FlatRate	10	106	Cash	4	2	3
5000000330	EMP14418	08.01.19	C138551	RE10517	CA100341	2	42	36.750	5.250	Card	FlatRate	5	47	Card	1	2	1,5
5000000331	EMP11298	08.01.19	C190189	RE10397	CA105564	3	35	30.625	4.375	Card	FlatRate	10	45	Card	2	1	1,5
5000000332	EMP12499	09.01.19	C177676	RE10598	CA109965	3	15	13.125	1.875	Cash	FlatRate	07. May	22. May	Cash	3	2	2,5
5000000333	EMP14010	09.01.19	C152272	RE10109	CA102860	5	104	91.000	13.000	Card	Free	0	104	Card	4	3	3,5
5000000334	EMP14073	09.01.19	C164069	RE10172	CA104095	5	65	56.875	8.125	Card	FlatRate	10	75	Card	1	3	2
5000000335	EMP14196	09.01.19	C101402	RE10295	CA101970	3	54	47.250	6.750	Cash	Free	0	54	Cash	2	5	3,5
5000000336	EMP13409	09.01.19	C172951	RE10508	CA105853	5	117	102.375	14.625	Card	Free	0	117	Card	1	5	3
5000000337	EMP11070	09.01.19	C160365	RE10169	CA106410	2	54	47.250	6.750	Cash	Free	0	54	Cash	1	5	3
5000000338	EMP14466	09.01.19	C159039	RE10565	CA103812	4	39	34.125	4.875	Card	FlatRate	07. May	46.5	Card	1	2	1,5
5000000339	EMP12475	09.01.19	C136885	RE10574	CA102843	4	81	70.875	10.125	Card	FlatRate	07. May	88.5	Card	5	5	5
5000000340	EMP13391	09.01.19	C104400	RE10490	CA108932	3	66	57.750	8.250	Card	Free	0	66	Card	2	2	2
5000000341	EMP11331	09.01.19	C142203	RE10430	CA107136	3	51	44.625	6.375	Card	Free	0	51	Card	5	1	3
5000000342	EMP13043	09.01.19	C139056	RE10142	CA103675	1	12	10.500	1.500	Card	FlatRate	07. May	19. May	Card	3	4	3,5
5000000343	EMP11382	09.01.19	C171785	RE10481	CA107864	5	117	102.375	14.625	Cash	Free	0	117	Cash	1	3	2
5000000344	EMP11115	09.01.19	C165140	RE10214	CA106790	3	87	76.125	10.875	Card	Free	0	87	Card	2	4	3
5000000345	EMP11019	09.01.19	C181640	RE10118	CA104028	2	52	45.500	6.500	Card	Free	0	52	Card	4	5	4,5
5000000346	EMP12301	09.01.19	C152240	RE10400	CA108028	4	35	30.625	4.375	Card	Free	0	35	Card	3	5	4
5000000347	EMP12214	09.01.19	C108064	RE10313	CA109145	6	144	126.000	18.000	Card	FlatRate	10	154	Card	3	5	4
5000000348	EMP11262	09.01.19	C151506	RE10361	CA101761	3	53	46.375	6.625	Cash	FlatRate	07. May	60.5	Cash	3	1	2
5000000349	EMP11007	09.01.19	C199823	RE10106	CA104373	3	78	68.250	9.750	Card	Free	0	78	Card	5	4	4,5
5000000350	EMP11268	09.01.19	C146848	RE10367	CA107835	3	87	76.125	10.875	Card	Free	0	87	Card	4	2	3
5000000351	EMP14148	09.01.19	C131661	RE10247	CA100749	3	54	47.250	6.750	Cash	FlatRate	07. May	61.5	Cash	3	5	4
5000000352	EMP13499	09.01.19	C150952	RE10598	CA100088	5	61	53.375	7.625	Card	FlatRate	07. May	68.5	Card	2	4	3
5000000353	EMP11040	09.01.19	C118672	RE10139	CA101853	2	54	47.250	6.750	Card	Free	0	54	Card	2	3	2,5
5000000354	EMP14382	09.01.19	C122178	RE10481	CA106823	5	127	111.125	15.875	Card	Free	0	127	Card	4	1	2,5
5000000355	EMP13004	09.01.19	C186233	RE10103	CA107959	4	63	55.125	7.875	Card	FlatRate	5	68	Card	4	2	3
5000000356	EMP12007	09.01.19	C136874	RE10106	CA104093	6	109	95.375	13.625	Card	Free	0	109	Card	2	1	1,5
5000000357	EMP14445	09.01.19	C188090	RE10544	CA106440	4	116	101.500	14.500	Card	FlatRate	10	126	Card	4	1	2,5
5000000358	EMP11274	09.01.19	C196032	RE10373	CA100794	1	21	18.375	2.625	Cash	FlatRate	10	31	Cash	1	1	1
5000000359	EMP13163	09.01.19	C170045	RE10262	CA107432	7	122	106.750	15.250	Cash	Free	0	122	Cash	4	2	3
5000000360	EMP13241	09.01.19	C178212	RE10340	CA109237	1	10	8.750	1.250	Cash	Free	0	10	Cash	4	4	4
5000000361	EMP11046	09.01.19	C187340	RE10145	CA104204	3	48	42.000	6.000	Cash	Free	0	48	Cash	1	1	1
5000000362	EMP11193	09.01.19	C182561	RE10292	CA105937	3	63	55.125	7.875	Card	Free	0	63	Card	1	4	2,5
5000000363	EMP11091	09.01.19	C153871	RE10190	CA101756	2	10	8.750	1.250	Cash	Free	0	10	Cash	5	1	3
5000000364	EMP13217	09.01.19	C181380	RE10316	CA101427	1	13	11.375	1.625	Cash	FlatRate	5	18	Cash	3	2	2,5
5000000365	EMP11376	09.01.19	C196728	RE10475	CA105677	4	112	98.000	14.000	Card	Free	0	112	Card	5	5	5
5000000366	EMP13475	09.01.19	C116479	RE10574	CA104135	4	88	77.000	11.000	Cash	FlatRate	07. May	95.5	Cash	3	2	2,5
5000000367	EMP12499	09.01.19	C107882	RE10598	CA106662	1	29	25.375	3.625	Card	FlatRate	07. May	36.5	Card	3	2	2,5
5000000368	EMP11409	09.01.19	C181443	RE10508	CA106871	5	104	91.000	13.000	Card	Free	0	104	Card	4	4	4
5000000369	EMP13010	09.01.19	C164691	RE10109	CA108565	2	28	24.500	3.500	Card	Free	0	28	Card	1	1	1
5000000370	EMP14346	09.01.19	C130543	RE10445	CA106095	7	84	73.500	10.500	Cash	FlatRate	07. May	91.5	Cash	1	5	3
5000000371	EMP14262	09.01.19	C170410	RE10361	CA102415	2	44	38.500	5.500	Card	FlatRate	07. May	51.5	Card	4	3	3,5
5000000372	EMP12142	09.01.19	C137659	RE10241	CA100540	2	30	26.250	3.750	Card	Free	0	30	Card	1	4	2,5
5000000373	EMP11382	09.01.19	C135929	RE10481	CA106885	5	136	119.000	17.000	Card	Free	0	136	Card	5	5	5
5000000374	EMP14487	09.01.19	C192338	RE10586	CA108152	7	92	80.500	11.500	Card	FlatRate	07. May	99.5	Card	4	1	2,5
5000000375	EMP11058	09.01.19	C129708	RE10157	CA109197	4	92	80.500	11.500	Cash	Free	0	92	Cash	1	2	1,5
5000000376	EMP14175	09.01.19	C106943	RE10274	CA107221	5	30	26.250	3.750	Card	Free	0	30	Card	4	3	3,5
5000000377	EMP12067	09.01.19	C193562	RE10166	CA107652	7	45	39.375	5.625	Cash	Free	0	45	Cash	2	2	2
5000000378	EMP12355	10.01.19	C135226	RE10454	CA109451	7	117	102.375	14.625	Cash	FlatRate	07. May	124.5	Cash	1	3	2
5000000379	EMP13073	10.01.19	C134589	RE10172	CA108051	7	79	69.125	9.875	Card	FlatRate	10	89	Card	4	4	4
5000000380	EMP13373	10.01.19	C121710	RE10472	CA106521	3	48	42.000	6.000	Card	Free	0	48	Card	2	5	3,5
5000000381	EMP14433	10.01.19	C136134	RE10532	CA106228	1	28	24.500	3.500	Card	Free	0	28	Card	3	4	3,5
5000000382	EMP12274	10.01.19	C146076	RE10373	CA107387	6	57	49.875	7.125	Card	FlatRate	10	67	Card	5	4	4,5
5000000383	EMP14400	10.01.19	C145520	RE10499	CA104152	3	84	73.500	10.500	Cash	Free	0	84	Cash	3	4	3,5
5000000384	EMP13073	10.01.19	C104802	RE10172	CA100769	2	26	22.750	3.250	Card	FlatRate	10	36	Card	5	1	3
5000000385	EMP11070	10.01.19	C158490	RE10169	CA106605	6	58	50.750	7.250	Card	Free	0	58	Card	2	3	2,5
5000000386	EMP14007	10.01.19	C162299	RE10106	CA105396	3	57	49.875	7.125	Cash	Free	0	57	Cash	2	3	2,5
5000000387	EMP12274	10.01.19	C169297	RE10373	CA100642	6	100	87.500	12.500	Cash	FlatRate	10	110	Cash	2	3	2,5
5000000388	EMP14208	10.01.19	C158722	RE10307	CA108421	3	60	52.500	7.500	Card	Free	0	60	Card	4	5	4,5
5000000389	EMP13160	10.01.19	C153663	RE10259	CA107914	5	140	122.500	17.500	Cash	Free	0	140	Cash	1	3	2
5000000390	EMP13058	10.01.19	C128553	RE10157	CA108198	1	23	20.125	2.875	Cash	Free	0	23	Cash	2	1	1,5
5000000391	EMP11007	10.01.19	C160803	RE10106	CA101182	1	5	4.375	0.625	Card	Free	0	5	Card	2	4	3
5000000392	EMP13349	10.01.19	C131057	RE10448	CA106961	7	147	128.625	18.375	Card	Free	0	147	Card	3	4	3,5
5000000393	EMP13391	10.01.19	C157857	RE10490	CA109012	1	19	16.625	2.375	Cash	Free	0	19	Cash	3	3	3
5000000394	EMP12157	10.01.19	C117743	RE10256	CA108350	4	29	25.375	3.625	Card	FlatRate	10	39	Card	1	4	2,5
5000000395	EMP14007	10.01.19	C153663	RE10106	CA107914	2	40	35.000	5.000	Cash	Free	0	40	Cash	3	1	2
5000000396	EMP12076	10.01.19	C135226	RE10175	CA109451	7	123	107.625	15.375	Cash	FlatRate	07. May	130.5	Cash	4	5	4,5
5000000397	EMP12349	10.01.19	C185280	RE10448	CA101119	2	24	21.000	3.000	Cash	Free	0	24	Cash	2	5	3,5
5000000398	EMP13070	10.01.19	C162680	RE10169	CA108292	2	17	14.875	2.125	Cash	Free	0	17	Cash	2	1	1,5
5000000399	EMP13322	10.01.19	C170334	RE10421	CA102149	5	60	52.500	7.500	Card	FlatRate	5	65	Card	4	1	2,5
5000000400	EMP13070	10.01.19	C106879	RE10169	CA102369	4	42	36.750	5.250	Card	Free	0	42	Card	2	2	2
5000000401	EMP11031	10.01.19	C167700	RE10130	CA106404	3	39	34.125	4.875	Cash	Free	0	39	Cash	2	5	3,5
5000000402	EMP13412	10.01.19	C134459	RE10511	CA104709	6	93	81.375	11.625	Cash	Free	0	93	Cash	3	3	3
5000000403	EMP14301	10.01.19	C129097	RE10400	CA104962	2	16	14.000	2.000	Cash	Free	0	16	Cash	5	1	3
5000000404	EMP14055	10.01.19	C162764	RE10154	CA106691	1	10	8.750	1.250	Card	Free	0	10	Card	5	5	5
5000000405	EMP11125	10.01.19	C162049	RE10224	CA106241	1	15	13.125	1.875	Card	FlatRate	5	20	Card	3	1	2
5000000406	EMP11478	10.01.19	C186157	RE10577	CA100721	4	90	78.750	11.250	Card	FlatRate	07. May	97.5	Card	4	2	3
5000000407	EMP13010	10.01.19	C127245	RE10109	CA101912	3	36	31.500	4.500	Cash	Free	0	36	Cash	5	4	4,5
5000000408	EMP12436	10.01.19	C106465	RE10535	CA100901	6	110	96.250	13.750	Cash	Free	0	110	Cash	4	3	3,5
5000000409	EMP14157	10.01.19	C115111	RE10256	CA107270	7	106	92.750	13.250	Card	FlatRate	10	116	Card	2	4	3
5000000410	EMP14070	10.01.19	C132365	RE10169	CA100954	2	24	21.000	3.000	Card	Free	0	24	Card	1	5	3
5000000411	EMP11310	10.01.19	C107334	RE10409	CA105889	5	56	49.000	7.000	Card	Free	0	56	Card	3	1	2
5000000412	EMP12358	10.01.19	C115909	RE10457	CA100950	3	21	18.375	2.625	Card	FlatRate	5	26	Card	5	2	3,5
5000000413	EMP13070	10.01.19	C162053	RE10169	CA105087	7	70	61.250	8.750	Card	Free	0	70	Card	5	3	4
5000000414	EMP12433	10.01.19	C133944	RE10532	CA109369	6	113	98.875	14.125	Cash	Free	0	113	Cash	1	1	1
5000000415	EMP14139	10.01.19	C186233	RE10238	CA107959	7	121	105.875	15.125	Card	Free	0	121	Card	2	5	3,5
5000000416	EMP12022	10.01.19	C115594	RE10121	CA102448	7	76	66.500	9.500	Cash	Free	0	76	Cash	2	3	2,5
5000000417	EMP13259	10.01.19	C112445	RE10358	CA104416	5	135	118.125	16.875	Card	Free	0	135	Card	3	2	2,5
5000000418	EMP11325	10.01.19	C150173	RE10424	CA109238	3	60	52.500	7.500	Card	FlatRate	07. May	67.5	Card	3	3	3
5000000419	EMP11004	10.01.19	C157865	RE10103	CA107717	2	22	19.250	2.750	Cash	FlatRate	5	27	Cash	4	5	4,5
5000000420	EMP11466	11.01.19	C167992	RE10565	CA108341	1	24	21.000	3.000	Card	FlatRate	07. May	31. May	Card	2	1	1,5
