RestaurantID;RestaurantName;AddressID;RestaurantAddress;RestaurantCity;RestaurantState;RestaurantCountry;RestaurantZIP;Alcohol;Smoking;DressCode;Pricing;Accessibility;Franchise;OtherServices;Parking;Cuisine;WorkingHours;OpeningTime;ClosingTime;WorkingDays;WorkingDay_Sunday;WorkingDay_Monday;WorkingDay_Tuesday;WorkingDay_Wednesday;WorkingDay_Thursday;WorkingDay_Friday;WorkingDay_Saturday;DeliveryType;DeliveryRate
RE10503;S.v. Youth Bureau 500402630006;A1096018;Northland;Berlin;Brandenburg;Germany;971790;Wine-Beer;none;informal;3;no_accessibility;f;none;public;Mexican;"07:00-23:00;";07:00;23:00;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10504;Bethany Spirituality Ctr;A1035134;Anhalt;Berlin;Brandenburg;Germany;783981;No_Alcohol_Served;not permitted;informal;5;no_accessibility;t;none;yes;Mexican;"07:00-23:00;";07:00;23:00;"Sun;";Yes;No;No;No;No;No;No;FlatRate;5
RE10505;Tortilleria Victoria Ii;A1014458;Fairview;Berlin;Brandenburg;Germany;333023;No_Alcohol_Served;not permitted;informal;3;no_accessibility;f;none;yes;Mexican;"14:00-23:00;";14:00;23:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;5
RE10506;Squiggys;A1050715;Sunnyside;Berlin;Brandenburg;Germany;14389;Wine-Beer;none;informal;4;completely;f;none;none;Bar;"14:00-23:00;";14:00;23:00;"Sat;";No;No;No;No;No;No;Yes;FlatRate;5
RE10507;Otselic Valley;A1079662;Hanover;Berlin;Brandenburg;Germany;682083;Full_Bar;section;informal;1;completely;f;variety;none;Mexican;"14:00-23:00;";14:00;23:00;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10508;Cottle E.s.;A1000490;Arizona;Berlin;Brandenburg;Germany;942342;Wine-Beer;none;informal;2;completely;f;none;yes;Mexican;"08:00-23:00;";08:00;23:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10509;Tata''s Daycare N Learning Center;A1060670;Fallview;Berlin;Brandenburg;Germany;511419;No_Alcohol_Served;none;informal;4;completely;f;none;yes;Mexican;"08:00-23:00;";08:00;23:00;"Sat;";No;No;No;No;No;No;Yes;FlatRate;10
RE10510;360 Degrees Cafe;A1033609;Forest Dale;Berlin;Brandenburg;Germany;224011;No_Alcohol_Served;section;informal;2;no_accessibility;f;none;none;American;"08:00-23:00;";08:00;23:00;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10511;Stateline;A1037992;International;Berlin;Brandenburg;Germany;36099;Wine-Beer;none;casual;3;completely;f;none;public;Mexican;"09:00-16:00;";09:00;16:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10512;Arnold Winnick Student Center;A1063558;Delladonna;Berlin;Brandenburg;Germany;562532;Full_Bar;section;informal;2;no_accessibility;f;none;public;Japanese;"10:00-15:00;";10:00;15:00;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10513;Happy Days At Tannersville Lake;A1015155;Schlimgen;Berlin;Brandenburg;Germany;878666;No_Alcohol_Served;not permitted;informal;1;completely;f;none;none;Thai;"10:00-16:00;";10:00;16:00;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10514;Whipple City Pizz;A1075030;Coolidge;Berlin;Brandenburg;Germany;770469;No_Alcohol_Served;none;informal;5;no_accessibility;f;none;public;Barbecue;"09:00-17:00;";09:00;17:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;5
RE10515;Fresh Mart Foods;A1090040;Eastlawn;Berlin;Brandenburg;Germany;512576;No_Alcohol_Served;none;informal;1;no_accessibility;f;none;none;American;"09:00-17:00;";09:00;17:00;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10516;Koko''s Mediterranean Grill;A1075277;Kedzie;Berlin;Brandenburg;Germany;847079;No_Alcohol_Served;not permitted;casual;3;partially;t;none;none;American;"10:00-03:30;";10:00;03:30;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10517;Truman Moon Elementary;A1078797;Oak;Berlin;Brandenburg;Germany;155030;No_Alcohol_Served;none;informal;4;completely;f;none;none;American;"06:00-23:30;";06:00;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;5
RE10518;9-mart Flea Market;A1086642;Fulton;Berlin;Brandenburg;Germany;765573;Wine-Beer;none;casual;3;no_accessibility;f;none;none;Mexican;"02:00-23:30;";02:00;23:30;"Sat;";No;No;No;No;No;No;Yes;FlatRate;10
RE10519;J.d. George Elementary;A1012613;5th;Berlin;Brandenburg;Germany;852201;No_Alcohol_Served;none;informal;1;no_accessibility;f;none;fee;Mexican;"04:00-23:30;";04:00;23:30;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10520;John''s Farms Deli;A1030655;Upham;Berlin;Brandenburg;Germany;178657;No_Alcohol_Served;none;informal;1;no_accessibility;f;none;public;American;"07:00-22:00;";07:00;22:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10521;Eastern Style Pizza Ii Lt;A1040080;Everett;Berlin;Brandenburg;Germany;33349;Full_Bar;section;informal;4;completely;f;variety;none;Mexican;"07:00-22:00;";07:00;22:00;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10522;Pi New Rochelle;A1082489;Paget;Berlin;Brandenburg;Germany;520534;No_Alcohol_Served;section;informal;4;no_accessibility;f;none;public;Mexican;"07:00-22:00;";07:00;22:00;"Sun;";Yes;No;No;No;No;No;No;FlatRate;7,5
RE10523;Uno Rogers Park;A1081396;Union;Berlin;Brandenburg;Germany;878167;Wine-Beer;none;informal;1;no_accessibility;f;none;none;Armenian;"00:00-23:30;";00:00;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10524;Pane Vino Ristorante & Catering;A1080719;Upham;Berlin;Brandenburg;Germany;294446;No_Alcohol_Served;none;informal;1;no_accessibility;f;none;yes;Mexican;"00:00-23:30;";00:00;23:30;"Sat;";No;No;No;No;No;No;Yes;FlatRate;7,5
RE10525;Herricks Middle Sch;A1086278;Forest Dale;Berlin;Brandenburg;Germany;472666;No_Alcohol_Served;none;informal;4;no_accessibility;f;Internet;yes;American;"00:00-23:30;";00:00;23:30;"Sun;";Yes;No;No;No;No;No;No;FlatRate;10
RE10526;Mcauley Living Services;A1047409;Walton;Berlin;Brandenburg;Germany;61465;Wine-Beer;section;informal;1;no_accessibility;f;none;none;Mexican;"00:00-23:30;";00:00;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;7,5
RE10527;Bocaza Mexican Grill;A1008641;Hermina;Berlin;Brandenburg;Germany;395130;No_Alcohol_Served;none;informal;5;no_accessibility;f;none;none;Mexican;"00:00-23:30;";00:00;23:30;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10528;Firehouse Tavern;A1025565;Fallview;Berlin;Brandenburg;Germany;976955;Wine-Beer;section;casual;1;no_accessibility;f;none;yes;Armenian;"00:00-23:30;";00:00;23:30;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10529;Lennons Pub;A1096872;High Crossing;Berlin;Brandenburg;Germany;312522;No_Alcohol_Served;not permitted;informal;3;partially;t;none;public;Mexican;"00:00-23:30;";00:00;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;7,5
RE10530;Riverside Pizzeria;A1008320;Summit;Berlin;Brandenburg;Germany;826044;Wine-Beer;none;informal;4;no_accessibility;f;none;yes;Mexican;"00:00-23:30;";00:00;23:30;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10531;Sake Nomi L.l.c.;A1002125;Kipling;Berlin;Brandenburg;Germany;583086;No_Alcohol_Served;permitted;informal;4;completely;t;none;none;Mexican;"00:00-23:30;";00:00;23:30;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10532;Farmhouse;A1019047;Graedel;Berlin;Brandenburg;Germany;243160;No_Alcohol_Served;none;informal;2;no_accessibility;f;none;none;Armenian;"11:00-23:30;";11:00;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10533;Haage;A1011937;Melrose;Berlin;Brandenburg;Germany;2761;No_Alcohol_Served;none;informal;3;completely;f;none;none;Mexican;"11:00-23:30;";11:00;23:30;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10534;The Hubbard House Restaurant;A1065717;Marquette;Berlin;Brandenburg;Germany;291923;No_Alcohol_Served;not permitted;informal;3;no_accessibility;f;none;public;Mexican;"11:00-23:30;";11:00;23:30;"Sun;";Yes;No;No;No;No;No;No;FlatRate;5
RE10535;Centro Nuestro George E Taylor;A1069262;Dakota;Berlin;Brandenburg;Germany;704131;Wine-Beer;not permitted;informal;5;completely;f;none;none;Mexican;"10:00-23:30;";10:00;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10536;Charleys Philly Steaks;A1030693;Drewry;Berlin;Brandenburg;Germany;43762;Wine-Beer;none;informal;1;completely;t;variety;public;Mexican;"10:30-23:30;";10:30;23:30;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10537;The Sweet Shop;A1040704;Lake View;Berlin;Brandenburg;Germany;766254;Wine-Beer;section;informal;3;no_accessibility;f;none;public;Mexican;"10:30-23:30;";10:30;23:30;"Sun;";Yes;No;No;No;No;No;No;FlatRate;7,5
RE10538;Ponderosa Steak House;A1012782;Amoth;Berlin;Brandenburg;Germany;375337;Wine-Beer;none;informal;3;completely;t;none;public;American;"00:00-23:30;";00:00;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;7,5
RE10539;Pulaski Hot Spot Inc;A1030208;Pearson;Berlin;Brandenburg;Germany;881274;No_Alcohol_Served;none;informal;5;no_accessibility;f;none;yes;Mexican;"00:00-23:30;";00:00;23:30;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10540;Legacy At Parklands;A1069617;Green Ridge;Berlin;Brandenburg;Germany;961255;No_Alcohol_Served;section;informal;4;no_accessibility;f;none;public;American;"00:00-23:30;";00:00;23:30;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10541;Reggio''s Pizza Express;A1081917;Melody;Berlin;Brandenburg;Germany;343958;No_Alcohol_Served;none;informal;3;no_accessibility;f;none;none;American;"10:30-23:30;";10:30;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10542;Lez Enfants Academy Inc.;A1063200;Sunnyside;Berlin;Brandenburg;Germany;401069;Wine-Beer;section;informal;1;no_accessibility;f;none;yes;Mexican;"10:30-23:30;";10:30;23:30;"Sat;";No;No;No;No;No;No;Yes;FlatRate;5
RE10543;Mayne;A1074407;Express;Berlin;Brandenburg;Germany;165136;No_Alcohol_Served;none;informal;3;no_accessibility;f;none;none;American;"10:30-23:30;";10:30;23:30;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10544;Angora Pizzeria &mediterranean Grill;A1042839;4th;Berlin;Brandenburg;Germany;386582;No_Alcohol_Served;none;informal;4;no_accessibility;f;none;none;Mexican;"12:00-17:00;";12:00;17:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;10
RE10545;Tal Lounge;A1014392;Summit;Berlin;Brandenburg;Germany;797795;No_Alcohol_Served;section;informal;1;no_accessibility;f;none;none;African;"12:00-17:00;";12:00;17:00;"Sat;";No;No;No;No;No;No;Yes;FlatRate;5
RE10546;Pint Of Plain Tap House;A1087145;Canary;Berlin;Brandenburg;Germany;979714;No_Alcohol_Served;none;informal;2;completely;f;none;none;Mexican;"12:00-19:00;";12:00;19:00;"Sun;";Yes;No;No;No;No;No;No;FlatRate;5
RE10547;Eat Well, Stay Well Dining;A1049461;Ilene;Berlin;Brandenburg;Germany;652573;Wine-Beer;section;informal;5;no_accessibility;f;none;yes;American;"00:00-23:30;";00:00;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10548;Griff''s Tavern;A1030449;Fordem;Berlin;Brandenburg;Germany;761600;Full_Bar;permitted;informal;3;completely;f;variety;yes;Mexican;"00:00-23:30;";00:00;23:30;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10549;Kana''s Kitchen;A1095867;Elgar;Berlin;Brandenburg;Germany;961488;No_Alcohol_Served;none;informal;3;no_accessibility;f;none;yes;African;"00:00-23:30;";00:00;23:30;"Sun;";Yes;No;No;No;No;No;No;FlatRate;7,5
RE10550;El Potro Restaurant;A1006151;Arkansas;Berlin;Brandenburg;Germany;252197;No_Alcohol_Served;section;informal;2;no_accessibility;f;none;none;American;"11:00-23:30;";11:00;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10551;University Of Chicago Coffee Shop;A1061484;Dahle;Berlin;Brandenburg;Germany;559073;No_Alcohol_Served;none;informal;5;no_accessibility;f;none;yes;American;"11:00-23:30;";11:00;23:30;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10552;Prestige Food & Liquor;A1005377;Emmet;Berlin;Brandenburg;Germany;959366;Full_Bar;section;informal;1;completely;f;none;public;Mexican;"11:00-23:30;";11:00;23:30;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10553;Pizza Amore;A1066405;Stoughton;Berlin;Brandenburg;Germany;16908;No_Alcohol_Served;section;informal;5;no_accessibility;f;none;public;American;"00:00-23:30;";00:00;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10554;Elnora''s Health Unlimited;A1021250;7th;Berlin;Brandenburg;Germany;832649;No_Alcohol_Served;not permitted;informal;5;no_accessibility;t;none;none;American;"00:00-23:30;";00:00;23:30;"Sat;";No;No;No;No;No;No;Yes;FlatRate;10
RE10555;Panchos Te;A1093155;Marcy;Berlin;Brandenburg;Germany;304802;Full_Bar;none;informal;5;no_accessibility;f;none;none;Mexican;"00:00-23:30;";00:00;23:30;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10556;Golden Home Sing Restaurant;A1077700;Bluejay;Berlin;Brandenburg;Germany;492576;No_Alcohol_Served;none;informal;4;no_accessibility;f;none;none;Mexican;"00:00-23:30;";00:00;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10557;Max Bialystok;A1008269;Eagan;Berlin;Brandenburg;Germany;547628;No_Alcohol_Served;none;informal;4;no_accessibility;t;none;none;Mexican;"00:00-23:30;";00:00;23:30;"Sat;";No;No;No;No;No;No;Yes;FlatRate;5
RE10558;Pita Kabab;A1012998;Elgar;Berlin;Brandenburg;Germany;95015;No_Alcohol_Served;none;informal;5;completely;f;none;public;Mexican;"00:00-23:30;";00:00;23:30;"Sun;";Yes;No;No;No;No;No;No;FlatRate;7,5
RE10559;Joey D''s;A1086116;Shelley;Berlin;Brandenburg;Germany;14905;Full_Bar;none;informal;3;no_accessibility;f;none;none;Mexican;"09:00-22:00;";09:00;22:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10560;Zeus Gyros Inc;A1049225;Merchant;Berlin;Brandenburg;Germany;742013;No_Alcohol_Served;none;informal;4;completely;f;none;none;Italian;"09:00-23:30;";09:00;23:30;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10561;Basil Doc''s Pizza;A1023314;Twin Pines;Berlin;Brandenburg;Germany;527764;No_Alcohol_Served;none;informal;4;no_accessibility;f;none;none;Italian;"09:00-20:00;";09:00;20:00;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10562;Anvil Inn North;A1019720;Glacier Hill;Berlin;Brandenburg;Germany;571493;Full_Bar;not permitted;informal;1;completely;t;variety;none;Mexican;"13:00-23:30;";13:00;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;5
RE10563;Xeo''s Cafe;A1053579;Talisman;Berlin;Brandenburg;Germany;230171;No_Alcohol_Served;none;informal;1;completely;f;none;public;Mexican;"13:00-23:30;";13:00;23:30;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10564;Doggie Diner;A1025679;Hayes;Berlin;Brandenburg;Germany;140771;Wine-Beer;section;informal;3;no_accessibility;f;none;public;Mexican;"15:00-23:30;";15:00;23:30;"Sun;";Yes;No;No;No;No;No;No;FlatRate;10
RE10565;Siam On Eastlake;A1017965;Chinook;Berlin;Brandenburg;Germany;599194;No_Alcohol_Served;not permitted;casual;4;completely;f;none;public;Chinese;"00:00-23:30;";00:00;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;7,5
RE10566;Raj Food Mart Inc.;A1054383;Ridgeview;Berlin;Brandenburg;Germany;99578;No_Alcohol_Served;none;informal;2;completely;f;none;public;Mexican;"00:00-23:30;";00:00;23:30;"Sat;";No;No;No;No;No;No;Yes;FlatRate;7,5
RE10567;Ciro''s Pizzeria & Restaurant;A1051335;Lunder;Berlin;Brandenburg;Germany;9893;No_Alcohol_Served;none;informal;3;no_accessibility;f;none;none;Fast_Food;"00:00-23:30;";00:00;23:30;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10568;Eagle Bagel Deli;A1013362;Rowland;Berlin;Brandenburg;Germany;682556;No_Alcohol_Served;section;informal;4;no_accessibility;f;none;public;Mexican;"10:00-21:30;";10:00;21:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10569;Bar;A1013705;Tennyson;Berlin;Brandenburg;Germany;950478;Full_Bar;section;informal;1;no_accessibility;f;none;public;Fast_Food;"10:00-23:00;";10:00;23:00;"Sat;";No;No;No;No;No;No;Yes;FlatRate;10
RE10570;Crawford''s Corner;A1048006;Tony;Berlin;Brandenburg;Germany;461196;No_Alcohol_Served;not permitted;casual;1;no_accessibility;f;none;public;Mexican;"10:00-23:00;";10:00;23:00;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10571;Chi Cafe, Llc;A1055094;Graceland;Berlin;Brandenburg;Germany;780377;No_Alcohol_Served;permitted;casual;4;no_accessibility;f;none;public;Mexican;"14:30-20:00;";14:30;20:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10572;Jimmy G''s;A1020845;Forest;Berlin;Brandenburg;Germany;899100;Wine-Beer;none;informal;4;no_accessibility;f;none;none;Mexican;"14:00-20:30;";14:00;20:30;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10573;Cavemane Cafeteria;A1049173;Riverside;Berlin;Brandenburg;Germany;174927;No_Alcohol_Served;not permitted;informal;3;partially;f;none;public;Mexican;"14:00-20:30;";14:00;20:30;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10574;South Shore Produce;A1005828;Thackeray;Berlin;Brandenburg;Germany;681239;No_Alcohol_Served;not permitted;informal;3;completely;t;none;public;Pizzeria;"00:00-23:30;";00:00;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;7,5
RE10575;Via Mare Fish Market;A1005771;Springs;Berlin;Brandenburg;Germany;936199;No_Alcohol_Served;none;informal;4;completely;f;none;yes;Mexican;"00:00-23:30;";00:00;23:30;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10576;Wm J Varney American Leg Post862;A1043855;Fairfield;Berlin;Brandenburg;Germany;494849;No_Alcohol_Served;permitted;informal;4;completely;f;none;yes;Mexican;"00:00-23:30;";00:00;23:30;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10577;Cordon Blue Deli;A1044777;Dwight;Berlin;Brandenburg;Germany;142134;No_Alcohol_Served;none;informal;4;completely;f;none;public;Fast_Food;"00:00-23:30;";00:00;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;7,5
RE10578;La Condesa;A1063966;Bartillon;Berlin;Brandenburg;Germany;768160;Wine-Beer;permitted;informal;5;no_accessibility;f;none;yes;Mexican;"00:00-23:30;";00:00;23:30;"Sat;";No;No;No;No;No;No;Yes;FlatRate;10
RE10579;Mario''s Restaurant;A1029702;Superior;Berlin;Brandenburg;Germany;672554;No_Alcohol_Served;not permitted;informal;4;no_accessibility;t;none;public;Mexican;"00:00-23:30;";00:00;23:30;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10580;Michelina''s Italian Eatery;A1020914;Heffernan;Berlin;Brandenburg;Germany;669767;No_Alcohol_Served;not permitted;informal;2;partially;f;none;yes;American;"00:00-23:30;";00:00;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10581;Saint Cajetan;A1059167;Dorton;Berlin;Brandenburg;Germany;283475;Wine-Beer;none;informal;3;no_accessibility;f;none;none;American;"00:00-23:30;";00:00;23:30;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10582;Village Bistro;A1001369;Northland;Berlin;Brandenburg;Germany;561197;No_Alcohol_Served;not permitted;informal;3;completely;f;none;yes;Cafeteria;"00:00-23:30;";00:00;23:30;"Sun;";Yes;No;No;No;No;No;No;FlatRate;7,5
RE10583;Chinatown Kitchen Wei;A1059831;Waywood;Berlin;Brandenburg;Germany;558418;No_Alcohol_Served;none;informal;3;completely;t;none;yes;Mexican;"00:00-23:30;";00:00;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;10
RE10584;Woodland Village;A1094159;Washington;Berlin;Brandenburg;Germany;761012;No_Alcohol_Served;not permitted;informal;5;completely;t;none;yes;Mexican;"00:00-23:30;";00:00;23:30;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10585;Monk''s Pizza;A1012981;American;Berlin;Brandenburg;Germany;141095;No_Alcohol_Served;permitted;formal;2;completely;f;none;none;Cafe-Coffee_Shop;"00:00-23:30;";00:00;23:30;"Sun;";Yes;No;No;No;No;No;No;FlatRate;7,5
RE10586;Peking Chinese Restaurant 888;A1024382;Grim;Berlin;Brandenburg;Germany;23197;No_Alcohol_Served;none;informal;4;no_accessibility;f;none;yes;American;"00:00-23:30;";00:00;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;7,5
RE10587;Broadway Caterer;A1056444;Moulton;Berlin;Brandenburg;Germany;336764;Wine-Beer;none;informal;2;no_accessibility;f;none;none;Mexican;"00:00-23:30;";00:00;23:30;"Sat;";No;No;No;No;No;No;Yes;FlatRate;10
RE10588;Little Pizza Shop;A1065165;Chinook;Berlin;Brandenburg;Germany;728298;Wine-Beer;permitted;casual;3;partially;f;variety;yes;Mexican;"00:00-23:30;";00:00;23:30;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10589;Provenance Food & Wine;A1054011;Linden;Berlin;Brandenburg;Germany;196755;No_Alcohol_Served;section;informal;4;no_accessibility;f;none;yes;Mexican;"18:30-23:30;";18:30;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10590;Bill''s Restaurant;A1059871;Evergreen;Berlin;Brandenburg;Germany;503685;Wine-Beer;only at bar;informal;5;no_accessibility;t;Internet;yes;Mexican;"17:00-23:30;";17:00;23:30;"Sat;";No;No;No;No;No;No;Yes;FlatRate;7,5
RE10591;Sergio''s Place;A1000785;Killdeer;Berlin;Brandenburg;Germany;778770;No_Alcohol_Served;none;informal;2;partially;f;variety;yes;Mexican;"17:00-23:30;";17:00;23:30;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10592;Le Grand Bistro & Oyster Bar;A1058301;Merchant;Berlin;Brandenburg;Germany;24007;No_Alcohol_Served;none;informal;1;no_accessibility;f;none;yes;Mexican;"00:00-23:30;";00:00;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10593;B. Bakery;A1069615;Golf Course;Berlin;Brandenburg;Germany;599316;No_Alcohol_Served;none;informal;2;completely;f;none;yes;Mexican;"00:00-23:30;";00:00;23:30;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10594;Pepsico;A1004973;Sugar;Berlin;Brandenburg;Germany;492147;No_Alcohol_Served;none;informal;2;no_accessibility;f;none;public;Mexican;"00:00-23:30;";00:00;23:30;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10595;Hid;A1031007;Northport;Berlin;Brandenburg;Germany;891942;Wine-Beer;section;informal;4;no_accessibility;f;none;public;Hot_Dogs;"00:00-23:30;";00:00;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;7,5
RE10596;Cohoes House Of Pizza;A1044252;Prentice;Berlin;Brandenburg;Germany;416093;No_Alcohol_Served;permitted;informal;2;no_accessibility;f;none;none;Cafeteria;"00:00-23:30;";00:00;23:30;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10597;American Ukranian Vet''s Mens C;A1048800;Valley Edge;Berlin;Brandenburg;Germany;611194;No_Alcohol_Served;none;informal;1;no_accessibility;f;none;none;Mexican;"00:00-23:30;";00:00;23:30;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10598;China Express Rest;A1075015;Clove;Berlin;Brandenburg;Germany;935255;No_Alcohol_Served;none;informal;2;no_accessibility;f;none;none;American;"00:00-23:30;";00:00;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;7,5
RE10599;T.p. Quinn''s;A1009288;Spohn;Berlin;Brandenburg;Germany;626125;No_Alcohol_Served;none;informal;2;completely;f;none;none;Mexican;"00:00-23:30;";00:00;23:30;"Sat;";No;No;No;No;No;No;Yes;FlatRate;10
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
