"SALESORDERID","CREATEDBY","CREATEDAT","CHANGEDBY","CHANGEDAT","FISCVARIANT","FISCALYEARPERIOD","NOTEID","PARTNERID","SALESORG","CURRENCY","GROSSAMOUNT","NETAMOUNT","TAXAMOUNT","LIFECYCLESTATUS","BILLINGSTATUS","DELIVERYSTATUS"
"0500000195","0000000012","2016-04-08","0000000012","2016-04-11","K4","2016004","","100000033","AMER","USD",41929.87,37271.00,4658.87,"","","C"
"0500000196","0000000021","2016-04-09","0000000021","2016-04-10","K4","2016004","","100000006","EMEA","USD",35223.74,31310.00,3913.74,"","","C"
"0500000197","0000000026","2016-04-09","0000000026","2016-04-10","K4","2016004","","100000023","APJ","USD",8093.25,7194.00,899.25,"","","C"
"0500000198","0000000021","2016-04-09","0000000021","2016-04-11","K4","2016004","","100000026","EMEA","USD",195721.86,173975.00,21746.86,"","","C"
"0500000199","0000000016","2016-04-10","0000000016","2016-04-11","K4","2016004","","100000005","EMEA","USD",58172.62,51709.00,6463.62,"","","C"
"0500000200","0000000019","2016-04-11","0000000019","2016-04-13","K4","2016004","","100000007","EMEA","USD",45597.36,40531.00,5066.36,"","","C"
"0500000201","0000000022","2016-04-11","0000000022","2016-04-12","K4","2016004","","100000029","EMEA","USD",148445.99,131952.00,16493.99,"","","C"
"0500000202","0000000010","2016-04-11","0000000010","2016-04-14","K4","2016004","","100000030","AMER","USD",174647.24,155242.00,19405.24,"","","C"
"0500000203","0000000017","2016-04-12","0000000017","2016-04-15","K4","2016004","","100000012","EMEA","USD",17536.50,15588.00,1948.50,"","","C"
"0500000204","0000000027","2016-04-12","0000000027","2016-04-13","K4","2016004","","100000020","APJ","USD",51889.48,46124.00,5765.48,"","","C"
"0500000205","0000000007","2016-04-13","0000000007","2016-04-14","K4","2016004","","100000034","AMER","USD",103850.98,92312.00,11538.98,"","","C"
"0500000206","0000000021","2016-04-14","0000000021","2016-04-15","K4","2016004","","100000012","EMEA","USD",51605.99,45872.00,5733.99,"","","C"
"0500000207","0000000019","2016-04-14","0000000019","2016-04-16","K4","2016004","","100000008","EMEA","USD",145149.74,129022.00,16127.74,"","","C"
"0500000208","0000000018","2016-04-15","0000000018","2016-04-17","K4","2016004","","100000036","EMEA","USD",38515.49,34236.00,4279.49,"","","C"
"0500000209","0000000025","2016-04-15","0000000025","2016-04-17","K4","2016004","","100000020","APJ","USD",81579.36,72515.00,9064.36,"","","C"
"0500000210","0000000021","2016-04-15","0000000021","2016-04-17","K4","2016004","","100000005","EMEA","USD",100306.12,89161.00,11145.12,"","","C"
"0500000211","0000000017","2016-04-16","0000000017","2016-04-17","K4","2016004","","100000012","EMEA","USD",25556.62,22717.00,2839.62,"","","C"
"0500000212","0000000013","2016-04-17","0000000013","2016-04-19","K4","2016004","","100000004","AMER","USD",56274.73,50022.00,6252.73,"","","C"
"0500000213","0000000006","2016-04-17","0000000006","2016-04-19","K4","2016004","","100000028","EMEA","USD",97489.11,86657.00,10832.11,"","","C"
"0500000214","0000000013","2016-04-17","0000000013","2016-04-18","K4","2016004","","100000001","AMER","USD",137284.86,122031.00,15253.86,"","","C"
"0500000215","0000000022","2016-04-18","0000000022","2016-04-20","K4","2016004","","100000036","EMEA","USD",79438.49,70612.00,8826.49,"","","P"
"0500000216","0000000006","2016-04-19","0000000006","2016-04-20","K4","2016004","","100000007","EMEA","USD",27660.36,24587.00,3073.36,"","","P"
"0500000217","0000000012","2016-04-19","0000000012","2016-04-22","K4","2016004","","100000030","AMER","USD",112970.25,100418.00,12552.25,"","","C"
"0500000218","0000000013","2016-04-20","0000000013","2016-04-21","K4","2016004","","100000003","AMER","USD",133894.11,119017.00,14877.11,"","","C"
"0500000219","0000000022","2016-04-21","0000000022","2016-04-23","K4","2016004","","100000038","EMEA","USD",26611.86,23655.00,2956.86,"","","C"
"0500000220","0000000020","2016-04-22","0000000020","2016-04-25","K4","2016004","","100000008","EMEA","USD",64428.74,57270.00,7158.74,"","","C"
"0500000221","0000000014","2016-04-23","0000000014","2016-04-24","K4","2016004","","100000003","AMER","USD",27007.87,24007.00,3000.87,"","","C"
"0500000222","0000000026","2016-04-24","0000000026","2016-04-26","K4","2016004","","100000022","APJ","USD",4055.62,3605.00,450.62,"","","C"
"0500000223","0000000004","2016-04-25","0000000004","2016-04-28","K4","2016004","","100000021","APJ","USD",31777.87,28247.00,3530.87,"","","P"
"0500000224","0000000017","2016-04-26","0000000017","2016-04-27","K4","2016004","","100000038","EMEA","USD",48153.37,42803.00,5350.37,"","","C"
"0500000225","0000000022","2016-04-27","0000000022","2016-04-29","K4","2016004","","100000009","EMEA","USD",25691.61,22837.00,2854.61,"","","C"
"0500000226","0000000017","2016-04-27","0000000017","2016-04-29","K4","2016004","","100000035","EMEA","USD",41550.74,36934.00,4616.74,"","","C"
"0500000227","0000000022","2016-04-28","0000000022","2016-04-29","K4","2016004","","100000028","EMEA","USD",162503.99,144448.00,18055.99,"","","C"
"0500000228","0000000006","2016-04-28","0000000006","2016-04-30","K4","2016004","","100000036","EMEA","USD",114532.86,101807.00,12725.86,"","","C"
"0500000229","0000000026","2016-04-28","0000000026","2016-04-29","K4","2016004","","100000016","APJ","USD",17097.75,15198.00,1899.75,"","","C"
"0500000230","0000000026","2016-04-29","0000000026","2016-04-30","K4","2016004","","100000019","APJ","USD",185735.24,165098.00,20637.24,"","","C"
"0500000231","0000000025","2016-04-29","0000000025","2016-04-30","K4","2016004","","100000017","APJ","USD",101441.24,90170.00,11271.24,"","","C"
"0500000232","0000000021","2016-04-29","0000000021","2016-05-01","K4","2016004","","100000013","EMEA","USD",47355.74,42094.00,5261.74,"","","C"
"0500000233","0000000010","2016-04-30","0000000010","2016-05-03","K4","2016004","","100000034","AMER","USD",90214.86,80191.00,10023.86,"","","C"
"0500000234","0000000004","2016-05-01","0000000004","2016-05-04","K4","2016005","","100000015","APJ","USD",59559.74,52942.00,6617.74,"","","C"
"0500000235","0000000006","2016-05-01","0000000006","2016-05-03","K4","2016005","","100000036","EMEA","USD",67581.00,60072.00,7509.00,"","","C"
"0500000236","0000000009","2016-05-02","0000000009","2016-05-04","K4","2016005","","100000001","AMER","USD",50625.00,45000.00,5625.00,"","","C"
"0500000237","0000000014","2016-05-02","0000000014","2016-05-04","K4","2016005","","100000002","AMER","USD",61336.10,54521.00,6815.10,"","","C"
"0500000238","0000000016","2016-05-02","0000000016","2016-05-04","K4","2016005","","100000010","EMEA","USD",69568.85,61839.00,7729.85,"","","C"
"0500000239","0000000019","2016-05-02","0000000019","2016-05-04","K4","2016005","","100000008","EMEA","USD",41075.99,36512.00,4563.99,"","","C"
"0500000240","0000000012","2016-05-03","0000000012","2016-05-04","K4","2016005","","100000000","AMER","USD",71131.49,63228.00,7903.49,"","","C"
"0500000241","0000000018","2016-05-03","0000000018","2016-05-05","K4","2016005","","100000028","EMEA","USD",6742.12,5993.00,749.12,"","","C"
"0500000242","0000000003","2016-05-03","0000000003","2016-05-06","K4","2016005","","100000035","EMEA","USD",59172.75,52598.00,6574.75,"","","C"
"0500000243","0000000015","2016-05-04","0000000015","2016-05-05","K4","2016005","","100000011","EMEA","USD",126447.74,112398.00,14049.74,"","","C"
"0500000244","0000000021","2016-05-05","0000000021","2016-05-08","K4","2016005","","100000006","EMEA","USD",113766.73,101126.00,12640.73,"","","C"
"0500000245","0000000019","2016-05-06","0000000019","2016-05-09","K4","2016005","","100000013","EMEA","USD",1461.37,1299.00,162.37,"","","C"
"0500000246","0000000010","2016-05-07","0000000010","2016-05-09","K4","2016005","","100000034","AMER","USD",159602.60,141869.00,17733.60,"","","C"
"0500000247","0000000018","2016-05-08","0000000018","2016-05-10","K4","2016005","","100000025","EMEA","USD",156829.49,139404.00,17425.49,"","","C"
"0500000248","0000000015","2016-05-08","0000000015","2016-05-11","K4","2016005","","100000036","EMEA","USD",9272.24,8242.00,1030.24,"","","C"
"0500000249","0000000025","2016-05-08","0000000025","2016-05-11","K4","2016005","","100000019","APJ","USD",100683.00,89496.00,11187.00,"","","C"
"0500000250","0000000025","2016-05-09","0000000025","2016-05-10","K4","2016005","","100000021","APJ","USD",63421.87,56375.00,7046.87,"","","C"
"0500000251","0000000011","2016-05-09","0000000011","2016-05-10","K4","2016005","","100000034","AMER","USD",4497.75,3998.00,499.75,"","","C"
"0500000252","0000000004","2016-05-10","0000000004","2016-05-12","K4","2016005","","100000018","APJ","USD",79735.49,70876.00,8859.49,"","","C"
"0500000253","0000000015","2016-05-11","0000000015","2016-05-14","K4","2016005","","100000036","EMEA","USD",16432.86,14607.00,1825.86,"","","C"
"0500000254","0000000014","2016-05-11","0000000014","2016-05-13","K4","2016005","","100000030","AMER","USD",45995.62,40885.00,5110.62,"","","C"
"0500000255","0000000021","2016-05-11","0000000021","2016-05-12","K4","2016005","","100000025","EMEA","USD",2248.87,1999.00,249.87,"","","C"
"0500000256","0000000020","2016-05-11","0000000020","2016-05-12","K4","2016005","","100000028","EMEA","USD",80963.98,71968.00,8995.98,"","","C"
"0500000257","0000000014","2016-05-12","0000000014","2016-05-14","K4","2016005","","100000002","AMER","USD",118070.99,104952.00,13118.99,"","","C"
"0500000258","0000000014","2016-05-13","0000000014","2016-05-16","K4","2016005","","100000000","AMER","USD",10229.62,9093.00,1136.62,"","","C"
"0500000259","0000000020","2016-05-14","0000000020","2016-05-16","K4","2016005","","100000012","EMEA","USD",67319.99,59840.00,7479.99,"","","C"
"0500000260","0000000024","2016-05-14","0000000024","2016-05-15","K4","2016005","","100000023","APJ","USD",73477.12,65313.00,8164.12,"","","C"
"0500000261","0000000017","2016-05-15","0000000017","2016-05-16","K4","2016005","","100000038","EMEA","USD",85596.74,76086.00,9510.74,"","","C"
"0500000262","0000000020","2016-05-15","0000000020","2016-05-17","K4","2016005","","100000038","EMEA","USD",2020.50,1796.00,224.50,"","","C"
"0500000263","0000000012","2016-05-16","0000000012","2016-05-17","K4","2016005","","100000001","AMER","USD",11974.49,10644.00,1330.49,"","","C"
"0500000264","0000000006","2016-05-16","0000000006","2016-05-19","K4","2016005","","100000007","EMEA","USD",75551.62,67157.00,8394.62,"","","P"
"0500000265","0000000016","2016-05-16","0000000016","2016-05-18","K4","2016005","","100000027","EMEA","USD",16528.50,14692.00,1836.50,"","","X"
"0500000266","0000000009","2016-05-16","0000000009","2016-05-18","K4","2016005","","100000003","AMER","USD",112298.61,99821.00,12477.61,"","","C"
"0500000267","0000000012","2016-05-17","0000000012","2016-05-20","K4","2016005","","100000000","AMER","USD",45687.37,40611.00,5076.37,"","","C"
"0500000268","0000000004","2016-05-17","0000000004","2016-05-18","K4","2016005","","100000021","APJ","USD",103595.61,92085.00,11510.61,"","","C"
"0500000269","0000000018","2016-05-17","0000000018","2016-05-19","K4","2016005","","100000027","EMEA","USD",13117.50,11660.00,1457.50,"","","C"
"0500000270","0000000010","2016-05-18","0000000010","2016-05-20","K4","2016005","","100000000","AMER","USD",115282.11,102473.00,12809.11,"","","C"
"0500000271","0000000004","2016-05-18","0000000004","2016-05-21","K4","2016005","","100000024","APJ","USD",176278.49,156692.00,19586.49,"","","C"
"0500000272","0000000009","2016-05-19","0000000009","2016-05-21","K4","2016005","","100000032","AMER","USD",104286.35,92699.00,11587.35,"","","C"
"0500000273","0000000019","2016-05-20","0000000019","2016-05-22","K4","2016005","","100000039","EMEA","USD",109558.11,97385.00,12173.11,"","","C"
"0500000274","0000000021","2016-05-21","0000000021","2016-05-22","K4","2016005","","100000013","EMEA","USD",115286.61,102477.00,12809.61,"","","C"
"0500000275","0000000007","2016-05-21","0000000007","2016-05-23","K4","2016005","","100000030","AMER","USD",17358.75,15430.00,1928.75,"","","C"
"0500000276","0000000009","2016-05-22","0000000009","2016-05-25","K4","2016005","","100000001","AMER","USD",100598.61,89421.00,11177.61,"","","C"
"0500000277","0000000017","2016-05-23","0000000017","2016-05-24","K4","2016005","","100000014","EMEA","USD",65470.48,58196.00,7274.48,"","","C"
"0500000278","0000000014","2016-05-23","0000000014","2016-05-25","K4","2016005","","100000034","AMER","USD",141487.85,125767.00,15720.85,"","","C"
"0500000279","0000000010","2016-05-24","0000000010","2016-05-27","K4","2016005","","100000033","AMER","USD",161987.61,143989.00,17998.61,"","","C"
"0500000280","0000000016","2016-05-25","0000000016","2016-05-28","K4","2016005","","100000036","EMEA","USD",1346.62,1197.00,149.62,"","","C"
"0500000281","0000000016","2016-05-26","0000000016","2016-05-29","K4","2016005","","100000008","EMEA","USD",17572.49,15620.00,1952.49,"","","C"
"0500000282","0000000011","2016-05-26","0000000011","2016-05-29","K4","2016005","","100000003","AMER","USD",188819.99,167840.00,20979.99,"","","C"
"0500000283","0000000023","2016-05-27","0000000023","2016-05-29","K4","2016005","","100000025","EMEA","USD",3927.37,3491.00,436.37,"","","C"
"0500000284","0000000024","2016-05-27","0000000024","2016-05-28","K4","2016005","","100000020","APJ","USD",7306.87,6495.00,811.87,"","","C"
"0500000285","0000000027","2016-05-28","0000000027","2016-05-31","K4","2016005","","100000021","APJ","USD",120072.36,106731.00,13341.36,"","","C"
"0500000286","0000000024","2016-05-28","0000000024","2016-05-30","K4","2016005","","100000023","APJ","USD",71219.23,63306.00,7913.23,"","","C"
"0500000287","0000000022","2016-05-28","0000000022","2016-05-30","K4","2016005","","100000025","EMEA","USD",19780.87,17583.00,2197.87,"","","C"
"0500000288","0000000022","2016-05-29","0000000022","2016-06-01","K4","2016005","","100000037","EMEA","USD",51585.74,45854.00,5731.74,"","","C"
"0500000289","0000000006","2016-05-29","0000000006","2016-05-31","K4","2016005","","100000010","EMEA","USD",81137.24,72122.00,9015.24,"","","C"
"0500000290","0000000018","2016-05-30","0000000018","2016-06-02","K4","2016005","","100000006","EMEA","USD",42108.74,37430.00,4678.74,"","","C"
"0500000291","0000000023","2016-05-30","0000000023","2016-06-02","K4","2016005","","100000010","EMEA","USD",98448.74,87510.00,10938.74,"","","P"
"0500000292","0000000016","2016-05-30","0000000016","2016-05-31","K4","2016005","","100000014","EMEA","USD",55241.99,49104.00,6137.99,"","","C"
"0500000293","0000000024","2016-05-31","0000000024","2016-06-01","K4","2016005","","100000016","APJ","USD",13200.74,11734.00,1466.74,"","","C"
"0500000294","0000000004","2016-05-31","0000000004","2016-06-03","K4","2016005","","100000018","APJ","USD",94370.60,83885.00,10485.60,"","","C"
"0500000295","0000000007","2016-05-31","0000000007","2016-06-03","K4","2016005","","100000002","AMER","USD",119275.86,106023.00,13252.86,"","","C"
"0500000296","0000000007","2016-05-31","0000000007","2016-06-02","K4","2016005","","100000031","AMER","USD",190509.74,169342.00,21167.74,"","","C"
"0500000297","0000000011","2016-05-31","0000000011","2016-06-02","K4","2016005","","100000033","AMER","USD",68929.87,61271.00,7658.87,"","","C"
"0500000298","0000000022","2016-05-31","0000000022","2016-06-03","K4","2016005","","100000009","EMEA","USD",100686.36,89499.00,11187.36,"","","C"
"0500000299","0000000016","2016-05-31","0000000016","2016-06-01","K4","2016005","","100000027","EMEA","USD",164327.62,146069.00,18258.62,"","","C"
"0500000300","0000000023","2016-06-01","0000000023","2016-06-04","K4","2016006","","100000011","EMEA","USD",48793.49,43372.00,5421.49,"","","C"
"0500000301","0000000011","2016-06-01","0000000011","2016-06-04","K4","2016006","","100000002","AMER","USD",66961.11,59521.00,7440.11,"","","C"
"0500000302","0000000022","2016-06-01","0000000022","2016-06-03","K4","2016006","","100000026","EMEA","USD",95954.59,85293.00,10661.59,"","","C"
"0500000303","0000000027","2016-06-02","0000000027","2016-06-05","K4","2016006","","100000019","APJ","USD",86768.98,77128.00,9640.98,"","","C"
"0500000304","0000000022","2016-06-02","0000000022","2016-06-04","K4","2016006","","100000013","EMEA","USD",11644.87,10351.00,1293.87,"","","C"
"0500000305","0000000021","2016-06-02","0000000021","2016-06-05","K4","2016006","","100000036","EMEA","USD",110904.74,98582.00,12322.74,"","","C"
"0500000306","0000000011","2016-06-02","0000000011","2016-06-04","K4","2016006","","100000030","AMER","USD",28525.50,25356.00,3169.50,"","","C"
"0500000307","0000000015","2016-06-02","0000000015","2016-06-03","K4","2016006","","100000035","EMEA","USD",130114.11,115657.00,14457.11,"","","C"
"0500000308","0000000027","2016-06-02","0000000027","2016-06-05","K4","2016006","","100000019","APJ","USD",39135.37,34787.00,4348.37,"","","C"
