"SALESORDERID","SALESORDERITEM","PRODUCTID","NOTEID","CURRENCY","GROSSAMOUNT","NETAMOUNT","TAXAMOUNT","IETMATPSTATUS","OPITEMPOS","QUANTITY","QUANTITYUNIT","EXPECTEDDELIVERYDATE"
"0500000050","0000000050","CC-1023","","USD",16842.37,14971.00,1871.37,"I","",11,"EA","2016-03-04"
"0500000050","0000000080","MB-1033","","USD",44988.75,39990.00,4998.75,"I","",10,"EA","2016-03-04"
"0500000050","0000000020","RC-1056","","USD",22491.00,19992.00,2499.00,"I","",8,"EA","2016-03-04"
"0500000050","0000000060","DB-1081","","USD",5059.12,4497.00,562.12,"I","",3,"EA","2016-03-04"
"0500000051","0000000010","HB-1173","","USD",7301.25,6490.00,811.25,"I","",10,"EA","2016-02-29"
"0500000051","0000000020","HB-1172","","USD",9887.62,8789.00,1098.62,"I","",11,"EA","2016-02-29"
"0500000052","0000000010","CC-1021","","USD",9009.00,8008.00,1001.00,"I","",7,"EA","2016-03-03"
"0500000052","0000000070","MB-1032","","USD",7306.87,6495.00,811.87,"I","",5,"EA","2016-03-03"
"0500000052","0000000050","HB-1172","","USD",6292.12,5593.00,699.12,"I","",7,"EA","2016-03-03"
"0500000052","0000000020","MB-1033","","USD",13496.62,11997.00,1499.62,"I","",3,"EA","2016-03-03"
"0500000052","0000000060","CB-1161","","USD",3142.12,2793.00,349.12,"I","",7,"EA","2016-03-03"
"0500000052","0000000040","BX-1014","","USD",3595.50,3196.00,399.50,"I","",4,"EA","2016-03-03"
"0500000052","0000000080","BX-1011","","USD",3081.37,2739.00,342.37,"I","",11,"EA","2016-03-03"
"0500000052","0000000030","RO-1003","","USD",5677.87,5047.00,630.87,"I","",7,"EA","2016-03-03"
"0500000053","0000000010","CB-1161","","USD",5386.50,4788.00,598.50,"I","",12,"EA","2016-03-10"
"0500000053","0000000060","BX-1013","","USD",5051.25,4490.00,561.25,"I","",10,"EA","2016-03-10"
"0500000053","0000000070","RC-1051","","USD",25302.37,22491.00,2811.37,"I","",9,"EA","2016-03-10"
"0500000053","0000000040","RO-1001","","USD",5906.25,5250.00,656.25,"I","",10,"EA","2016-03-10"
"0500000053","0000000020","BX-1014","","USD",1797.75,1598.00,199.75,"I","",2,"EA","2016-03-10"
"0500000053","0000000030","RC-1056","","USD",8434.12,7497.00,937.12,"I","",3,"EA","2016-03-10"
"0500000053","0000000080","RC-1052","","USD",35991.00,31992.00,3999.00,"I","",8,"EA","2016-03-10"
"0500000053","0000000050","RC-1055","","USD",20239.87,17991.00,2248.87,"I","",9,"EA","2016-03-10"
"0500000054","0000000010","RC-1052","","USD",53986.50,47988.00,5998.50,"I","",12,"EA","2016-03-03"
"0500000054","0000000040","RC-1051","","USD",22491.00,19992.00,2499.00,"I","",8,"EA","2016-03-03"
"0500000054","0000000020","BX-1012","","USD",2244.37,1995.00,249.37,"I","",5,"EA","2016-03-03"
"0500000054","0000000030","BX-1015","","USD",672.75,598.00,74.75,"I","",2,"EA","2016-03-03"
"0500000055","0000000010","RC-1051","","USD",5622.75,4998.00,624.75,"I","",2,"EA","2016-03-08"
"0500000055","0000000020","CB-1162","","USD",3150.00,2800.00,350.00,"I","",7,"EA","2016-03-08"
"0500000055","0000000100","MB-1032","","USD",11691.00,10392.00,1299.00,"I","",8,"EA","2016-03-08"
"0500000055","0000000060","CC-1023","","USD",12249.00,10888.00,1361.00,"I","",8,"EA","2016-03-08"
"0500000055","0000000080","MB-1033","","USD",40489.87,35991.00,4498.87,"I","",9,"EA","2016-03-08"
"0500000055","0000000030","RC-1054","","USD",12372.75,10998.00,1374.75,"I","",2,"EA","2016-03-08"
"0500000055","0000000070","RO-1001","","USD",3543.75,3150.00,393.75,"I","",6,"EA","2016-03-08"
"0500000055","0000000050","BX-1014","","USD",5393.25,4794.00,599.25,"I","",6,"EA","2016-03-08"
"0500000055","0000000090","RC-1052","","USD",49487.62,43989.00,5498.62,"I","",11,"EA","2016-03-08"
"0500000055","0000000040","DB-1083","","USD",5395.50,4796.00,599.50,"I","",4,"EA","2016-03-08"
"0500000056","0000000010","MB-1033","","USD",40489.87,35991.00,4498.87,"I","",9,"EA","2016-03-10"
"0500000056","0000000050","RC-1051","","USD",11245.50,9996.00,1249.50,"I","",4,"EA","2016-03-10"
"0500000056","0000000030","RO-1002","","USD",6976.12,6201.00,775.12,"I","",9,"EA","2016-03-10"
"0500000056","0000000040","RO-1003","","USD",811.12,721.00,90.12,"I","",1,"EA","2016-03-10"
"0500000056","0000000060","CC-1021","","USD",12870.00,11440.00,1430.00,"I","",10,"EA","2016-03-10"
"0500000056","0000000020","HB-1171","","USD",9436.50,8388.00,1048.50,"I","",12,"EA","2016-03-10"
"0500000057","0000000010","DB-1082","","USD",12656.25,11250.00,1406.25,"I","",9,"EA","2016-03-17"
"0500000057","0000000050","EB-1133","","USD",17718.75,15750.00,1968.75,"I","",7,"EA","2016-03-17"
"0500000057","0000000020","EB-1137","","USD",88875.00,79000.00,9875.00,"I","",10,"EA","2016-03-17"
"0500000057","0000000030","RO-1001","","USD",4725.00,4200.00,525.00,"I","",8,"EA","2016-03-17"
"0500000057","0000000070","RO-1003","","USD",5677.87,5047.00,630.87,"I","",7,"EA","2016-03-17"
"0500000057","0000000040","CC-1021","","USD",3861.00,3432.00,429.00,"I","",3,"EA","2016-03-17"
"0500000057","0000000060","BX-1012","","USD",3142.12,2793.00,349.12,"I","",7,"EA","2016-03-17"
"0500000058","0000000010","CC-1023","","USD",3062.25,2722.00,340.25,"I","",2,"EA","2016-03-15"
"0500000058","0000000020","RO-1002","","USD",5425.87,4823.00,602.87,"I","",7,"EA","2016-03-15"
"0500000059","0000000010","HB-1173","","USD",1460.25,1298.00,162.25,"I","",2,"EA","2016-03-18"
"0500000059","0000000020","DB-1082","","USD",5625.00,5000.00,625.00,"I","",4,"EA","2016-03-18"
"0500000060","0000000010","RC-1053","","USD",46564.87,41391.00,5173.87,"I","",9,"EA","2016-03-11"
"0500000060","0000000030","HB-1172","","USD",5393.25,4794.00,599.25,"I","",6,"EA","2016-03-11"
"0500000060","0000000050","RC-1054","","USD",37118.25,32994.00,4124.25,"I","",6,"EA","2016-03-11"
"0500000060","0000000040","CC-1022","","USD",14850.00,13200.00,1650.00,"I","",11,"EA","2016-03-11"
"0500000060","0000000020","RC-1052","","USD",44988.75,39990.00,4998.75,"I","",10,"EA","2016-03-11"
"0500000060","0000000060","EB-1135","","USD",37125.00,33000.00,4125.00,"I","",11,"EA","2016-03-11"
"0500000061","0000000010","BX-1016","","USD",1076.62,957.00,119.62,"I","",3,"EA","2016-03-15"
"0500000061","0000000030","MB-1032","","USD",2922.75,2598.00,324.75,"I","",2,"EA","2016-03-15"
"0500000061","0000000050","RC-1053","","USD",31043.25,27594.00,3449.25,"I","",6,"EA","2016-03-15"
"0500000061","0000000040","DB-1082","","USD",15468.75,13750.00,1718.75,"I","",11,"EA","2016-03-15"
"0500000061","0000000020","EB-1135","","USD",40500.00,36000.00,4500.00,"I","",12,"EA","2016-03-15"
"0500000062","0000000010","HB-1176","","USD",9442.12,8393.00,1049.12,"I","",7,"EA","2016-03-05"
"0500000062","0000000030","CB-1162","","USD",2700.00,2400.00,300.00,"I","",6,"EA","2016-03-05"
"0500000062","0000000020","RO-1002","","USD",4650.75,4134.00,516.75,"I","",6,"EA","2016-03-05"
"0500000063","0000000010","BX-1016","","USD",3229.87,2871.00,358.87,"I","",9,"EA","2016-03-13"
"0500000063","0000000060","BX-1013","","USD",2020.50,1796.00,224.50,"I","",4,"EA","2016-03-13"
"0500000063","0000000030","HB-1172","","USD",10786.50,9588.00,1198.50,"I","",12,"EA","2016-03-13"
"0500000063","0000000020","RC-1054","","USD",68050.12,60489.00,7561.12,"I","",11,"EA","2016-03-13"
"0500000063","0000000050","EB-1136","","USD",11250.00,10000.00,1250.00,"I","",2,"EA","2016-03-13"
"0500000063","0000000040","DB-1082","","USD",4218.75,3750.00,468.75,"I","",3,"EA","2016-03-13"
"0500000064","0000000010","EB-1133","","USD",27843.75,24750.00,3093.75,"I","",11,"EA","2016-03-12"
"0500000064","0000000030","MB-1034","","USD",30925.12,27489.00,3436.12,"I","",11,"EA","2016-03-12"
"0500000064","0000000040","RC-1051","","USD",28113.75,24990.00,3123.75,"I","",10,"EA","2016-03-12"
"0500000064","0000000020","RO-1002","","USD",3100.50,2756.00,344.50,"I","",4,"EA","2016-03-12"
"0500000064","0000000060","RC-1056","","USD",14056.87,12495.00,1561.87,"I","",5,"EA","2016-03-12"
"0500000064","0000000050","DB-1081","","USD",18550.12,16489.00,2061.12,"I","",11,"EA","2016-03-12"
"0500000065","0000000010","HB-1174","","USD",3411.00,3032.00,379.00,"I","",8,"EA","2016-03-07"
"0500000065","0000000040","EB-1131","","USD",18562.50,16500.00,2062.50,"I","",11,"EA","2016-03-07"
"0500000065","0000000020","BX-1015","","USD",1345.50,1196.00,149.50,"I","",4,"EA","2016-03-07"
"0500000065","0000000030","RC-1055","","USD",13493.25,11994.00,1499.25,"I","",6,"EA","2016-03-07"
"0500000066","0000000010","CC-1021","","USD",9009.00,8008.00,1001.00,"I","",7,"EA","2016-03-15"
"0500000066","0000000020","HB-1173","","USD",5841.00,5192.00,649.00,"I","",8,"EA","2016-03-15"
"0500000066","0000000040","CB-1163","","USD",648.00,576.00,72.00,"I","",2,"EA","2016-03-15"
"0500000066","0000000050","BX-1012","","USD",4488.75,3990.00,498.75,"I","",10,"EA","2016-03-15"
"0500000066","0000000030","EB-1135","","USD",6750.00,6000.00,750.00,"I","",2,"EA","2016-03-15"
"0500000067","0000000010","RC-1056","","USD",8434.12,7497.00,937.12,"I","",3,"EA","2016-03-16"
"0500000067","0000000030","HB-1174","","USD",2984.62,2653.00,331.62,"I","",7,"EA","2016-03-16"
"0500000067","0000000020","BX-1012","","USD",3142.12,2793.00,349.12,"I","",7,"EA","2016-03-16"
"0500000068","0000000010","MB-1033","","USD",22494.37,19995.00,2499.37,"I","",5,"EA","2016-03-23"
"0500000068","0000000070","RC-1053","","USD",25869.37,22995.00,2874.37,"I","",5,"EA","2016-03-23"
"0500000068","0000000020","RO-1002","","USD",5425.87,4823.00,602.87,"I","",7,"EA","2016-03-23"
"0500000068","0000000100","EB-1137","","USD",44437.50,39500.00,4937.50,"I","",5,"EA","2016-03-23"
"0500000068","0000000030","CB-1161","","USD",1346.62,1197.00,149.62,"I","",3,"EA","2016-03-23"
"0500000068","0000000040","RO-1003","","USD",1622.25,1442.00,180.25,"I","",2,"EA","2016-03-23"
"0500000068","0000000080","CC-1021","","USD",6435.00,5720.00,715.00,"I","",5,"EA","2016-03-23"
"0500000068","0000000050","BX-1012","","USD",897.75,798.00,99.75,"I","",2,"EA","2016-03-23"
"0500000068","0000000060","DB-1082","","USD",5625.00,5000.00,625.00,"I","",4,"EA","2016-03-23"
"0500000068","0000000090","RC-1055","","USD",13493.25,11994.00,1499.25,"I","",6,"EA","2016-03-23"
"0500000069","0000000010","CB-1163","","USD",324.00,288.00,36.00,"I","",1,"EA","2016-03-22"
"0500000069","0000000060","CB-1162","","USD",2250.00,2000.00,250.00,"I","",5,"EA","2016-03-22"
"0500000069","0000000020","RC-1054","","USD",43304.62,38493.00,4811.62,"I","",7,"EA","2016-03-22"
"0500000069","0000000030","RO-1002","","USD",2325.37,2067.00,258.37,"I","",3,"EA","2016-03-22"
"0500000069","0000000080","EB-1137","","USD",71100.00,63200.00,7900.00,"I","",8,"EA","2016-03-22"
"0500000069","0000000040","BX-1011","","USD",2521.12,2241.00,280.12,"I","",9,"EA","2016-03-22"
"0500000069","0000000090","EB-1134","","USD",5400.00,4800.00,600.00,"I","",1,"EA","2016-03-22"
"0500000069","0000000070","RC-1056","","USD",16868.25,14994.00,1874.25,"I","",6,"EA","2016-03-22"
"0500000069","0000000050","EB-1135","","USD",6750.00,6000.00,750.00,"I","",2,"EA","2016-03-22"
"0500000070","0000000010","CC-1021","","USD",1287.00,1144.00,143.00,"I","",1,"EA","2016-03-16"
"0500000070","0000000020","MB-1034","","USD",8434.12,7497.00,937.12,"I","",3,"EA","2016-03-16"
"0500000070","0000000070","HB-1175","","USD",7079.62,6293.00,786.62,"I","",7,"EA","2016-03-16"
"0500000070","0000000030","RC-1057","","USD",39367.12,34993.00,4374.12,"I","",7,"EA","2016-03-16"
"0500000070","0000000060","BX-1014","","USD",2696.62,2397.00,299.62,"I","",3,"EA","2016-03-16"
"0500000070","0000000050","RO-1003","","USD",3244.50,2884.00,360.50,"I","",4,"EA","2016-03-16"
"0500000070","0000000040","RC-1056","","USD",33736.50,29988.00,3748.50,"I","",12,"EA","2016-03-16"
"0500000071","0000000010","MB-1032","","USD",4384.12,3897.00,487.12,"I","",3,"EA","2016-03-17"
"0500000071","0000000040","BX-1011","","USD",2521.12,2241.00,280.12,"I","",9,"EA","2016-03-17"
"0500000071","0000000050","EB-1134","","USD",16200.00,14400.00,1800.00,"I","",3,"EA","2016-03-17"
"0500000071","0000000020","DB-1081","","USD",6745.50,5996.00,749.50,"I","",4,"EA","2016-03-17"
"0500000071","0000000030","EB-1135","","USD",33750.00,30000.00,3750.00,"I","",10,"EA","2016-03-17"
"0500000072","0000000010","MB-1033","","USD",17995.50,15996.00,1999.50,"I","",4,"EA","2016-03-23"
"0500000072","0000000040","BX-1013","","USD",505.12,449.00,56.12,"I","",1,"EA","2016-03-23"
"0500000072","0000000020","RC-1053","","USD",51738.75,45990.00,5748.75,"I","",10,"EA","2016-03-23"
"0500000072","0000000070","HB-1172","","USD",2696.62,2397.00,299.62,"I","",3,"EA","2016-03-23"
"0500000072","0000000050","MB-1031","","USD",2920.50,2596.00,324.50,"I","",4,"EA","2016-03-23"
"0500000072","0000000060","BX-1014","","USD",9887.62,8789.00,1098.62,"I","",11,"EA","2016-03-23"
"0500000072","0000000080","DB-1082","","USD",7031.25,6250.00,781.25,"I","",5,"EA","2016-03-23"
"0500000072","0000000030","EB-1135","","USD",33750.00,30000.00,3750.00,"I","",10,"EA","2016-03-23"
"0500000073","0000000010","DB-1082","","USD",1406.25,1250.00,156.25,"I","",1,"EA","2016-03-14"
"0500000073","0000000020","HB-1173","","USD",5110.87,4543.00,567.87,"I","",7,"EA","2016-03-14"
"0500000073","0000000050","MB-1033","","USD",26993.25,23994.00,2999.25,"I","",6,"EA","2016-03-14"
"0500000073","0000000030","CB-1161","","USD",897.75,798.00,99.75,"I","",2,"EA","2016-03-14"
"0500000073","0000000040","RO-1001","","USD",6496.87,5775.00,721.87,"I","",11,"EA","2016-03-14"
"0500000074","0000000010","HB-1175","","USD",6068.25,5394.00,674.25,"I","",6,"EA","2016-03-14"
"0500000074","0000000040","RO-1002","","USD",1550.25,1378.00,172.25,"I","",2,"EA","2016-03-14"
"0500000074","0000000030","RO-1001","","USD",1181.25,1050.00,131.25,"I","",2,"EA","2016-03-14"
"0500000074","0000000020","CC-1021","","USD",7722.00,6864.00,858.00,"I","",6,"EA","2016-03-14"
"0500000074","0000000060","HB-1171","","USD",3931.87,3495.00,436.87,"I","",5,"EA","2016-03-14"
"0500000074","0000000050","DB-1082","","USD",4218.75,3750.00,468.75,"I","",3,"EA","2016-03-14"
"0500000075","0000000010","RC-1052","","USD",40489.87,35991.00,4498.87,"I","",9,"EA","2016-03-19"
"0500000075","0000000020","HB-1176","","USD",13488.75,11990.00,1498.75,"I","",10,"EA","2016-03-19"
"0500000075","0000000060","RC-1051","","USD",25302.37,22491.00,2811.37,"I","",9,"EA","2016-03-19"
"0500000075","0000000080","CB-1163","","USD",3564.00,3168.00,396.00,"I","",11,"EA","2016-03-19"
"0500000075","0000000090","BX-1011","","USD",1120.50,996.00,124.50,"I","",4,"EA","2016-03-19"
"0500000075","0000000070","RO-1003","","USD",6489.00,5768.00,721.00,"I","",8,"EA","2016-03-19"
"0500000075","0000000050","RC-1056","","USD",2811.37,2499.00,312.37,"I","",1,"EA","2016-03-19"
"0500000075","0000000030","DB-1081","","USD",10118.25,8994.00,1124.25,"I","",6,"EA","2016-03-19"
"0500000075","0000000040","DB-1083","","USD",16186.50,14388.00,1798.50,"I","",12,"EA","2016-03-19"
"0500000076","0000000010","EB-1134","","USD",21600.00,19200.00,2400.00,"I","",4,"EA","2016-03-14"
"0500000076","0000000020","MB-1032","","USD",13152.37,11691.00,1461.37,"I","",9,"EA","2016-03-14"
"0500000076","0000000030","MB-1033","","USD",35991.00,31992.00,3999.00,"I","",8,"EA","2016-03-14"
"0500000076","0000000040","HB-1171","","USD",9436.50,8388.00,1048.50,"I","",12,"EA","2016-03-14"
"0500000077","0000000010","HB-1173","","USD",8761.50,7788.00,973.50,"I","",12,"EA","2016-03-18"
"0500000077","0000000020","DB-1083","","USD",5395.50,4796.00,599.50,"I","",4,"EA","2016-03-18"
"0500000078","0000000010","RC-1056","","USD",22491.00,19992.00,2499.00,"I","",8,"EA","2016-03-21"
"0500000078","0000000020","HB-1173","","USD",3650.62,3245.00,405.62,"I","",5,"EA","2016-03-21"
"0500000078","0000000050","MB-1034","","USD",2811.37,2499.00,312.37,"I","",1,"EA","2016-03-21"
"0500000078","0000000040","CC-1023","","USD",1531.12,1361.00,170.12,"I","",1,"EA","2016-03-21"
"0500000078","0000000060","RC-1054","","USD",18559.12,16497.00,2062.12,"I","",3,"EA","2016-03-21"
"0500000078","0000000080","CB-1161","","USD",4488.75,3990.00,498.75,"I","",10,"EA","2016-03-21"
"0500000078","0000000070","EB-1134","","USD",48600.00,43200.00,5400.00,"I","",9,"EA","2016-03-21"
"0500000078","0000000030","DB-1082","","USD",14062.50,12500.00,1562.50,"I","",10,"EA","2016-03-21"
"0500000079","0000000010","EB-1136","","USD",11250.00,10000.00,1250.00,"I","",2,"EA","2016-03-26"
"0500000079","0000000030","BX-1013","","USD",1515.37,1347.00,168.37,"I","",3,"EA","2016-03-26"
"0500000079","0000000020","MB-1031","","USD",2190.37,1947.00,243.37,"I","",3,"EA","2016-03-26"
"0500000079","0000000070","MB-1034","","USD",2811.37,2499.00,312.37,"I","",1,"EA","2016-03-26"
"0500000079","0000000050","CB-1163","","USD",3240.00,2880.00,360.00,"I","",10,"EA","2016-03-26"
"0500000079","0000000040","RO-1003","","USD",4866.75,4326.00,540.75,"I","",6,"EA","2016-03-26"
"0500000079","0000000080","EB-1134","","USD",54000.00,48000.00,6000.00,"I","",10,"EA","2016-03-26"
"0500000079","0000000090","RC-1056","","USD",16868.25,14994.00,1874.25,"I","",6,"EA","2016-03-26"
"0500000079","0000000060","EB-1135","","USD",23625.00,21000.00,2625.00,"I","",7,"EA","2016-03-26"
"0500000080","0000000010","CC-1021","","USD",6435.00,5720.00,715.00,"I","",5,"EA","2016-03-16"
"0500000080","0000000060","MB-1032","","USD",11691.00,10392.00,1299.00,"I","",8,"EA","2016-03-16"
"0500000080","0000000020","RC-1053","","USD",5173.87,4599.00,574.87,"I","",1,"EA","2016-03-16"
"0500000080","0000000050","CB-1162","","USD",4500.00,4000.00,500.00,"I","",10,"EA","2016-03-16"
"0500000080","0000000080","HB-1176","","USD",2697.75,2398.00,299.75,"I","",2,"EA","2016-03-16"
"0500000080","0000000030","RC-1051","","USD",33736.50,29988.00,3748.50,"I","",12,"EA","2016-03-16"
"0500000080","0000000040","EB-1133","","USD",15187.50,13500.00,1687.50,"I","",6,"EA","2016-03-16"
"0500000080","0000000070","RC-1057","","USD",44991.00,39992.00,4999.00,"I","",8,"EA","2016-03-16"
"0500000081","0000000010","HB-1171","","USD",4718.25,4194.00,524.25,"I","",6,"EA","2016-03-20"
"0500000081","0000000070","EB-1132","","USD",23512.50,20900.00,2612.50,"I","",11,"EA","2016-03-20"
"0500000081","0000000050","HB-1173","","USD",5110.87,4543.00,567.87,"I","",7,"EA","2016-03-20"
"0500000081","0000000030","CB-1162","","USD",3600.00,3200.00,400.00,"I","",8,"EA","2016-03-20"
"0500000081","0000000060","HB-1176","","USD",1348.87,1199.00,149.87,"I","",1,"EA","2016-03-20"
"0500000081","0000000020","EB-1133","","USD",20250.00,18000.00,2250.00,"I","",8,"EA","2016-03-20"
"0500000081","0000000080","EB-1134","","USD",37800.00,33600.00,4200.00,"I","",7,"EA","2016-03-20"
"0500000081","0000000090","DB-1081","","USD",18550.12,16489.00,2061.12,"I","",11,"EA","2016-03-20"
"0500000081","0000000040","DB-1082","","USD",5625.00,5000.00,625.00,"I","",4,"EA","2016-03-20"
"0500000082","0000000010","CB-1161","","USD",2244.37,1995.00,249.37,"I","",5,"EA","2016-03-29"
"0500000082","0000000080","EB-1132","","USD",12825.00,11400.00,1425.00,"I","",6,"EA","2016-03-29"
"0500000082","0000000070","HB-1175","","USD",12136.50,10788.00,1348.50,"I","",12,"EA","2016-03-29"
"0500000082","0000000030","EB-1133","","USD",12656.25,11250.00,1406.25,"I","",5,"EA","2016-03-29"
"0500000082","0000000020","RC-1054","","USD",61863.75,54990.00,6873.75,"I","",10,"EA","2016-03-29"
"0500000082","0000000040","CB-1163","","USD",3888.00,3456.00,432.00,"I","",12,"EA","2016-03-29"
"0500000082","0000000060","RO-1003","","USD",4866.75,4326.00,540.75,"I","",6,"EA","2016-03-29"
"0500000082","0000000050","CC-1021","","USD",7722.00,6864.00,858.00,"I","",6,"EA","2016-03-29"
"0500000082","0000000090","RC-1056","","USD",28113.75,24990.00,3123.75,"I","",10,"EA","2016-03-29"
"0500000083","0000000010","RO-1002","","USD",6976.12,6201.00,775.12,"I","",9,"EA","2016-03-25"
"0500000083","0000000060","EB-1132","","USD",25650.00,22800.00,2850.00,"I","",12,"EA","2016-03-25"
"0500000083","0000000020","BX-1013","","USD",4546.12,4041.00,505.12,"I","",9,"EA","2016-03-25"
"0500000083","0000000030","BX-1011","","USD",2521.12,2241.00,280.12,"I","",9,"EA","2016-03-25"
"0500000083","0000000080","RO-1003","","USD",7300.12,6489.00,811.12,"I","",9,"EA","2016-03-25"
